순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
1,아몬드손원평 장편소설,손원평,창비,2017,,9.78894E+12,3810,813.7,"2,699"
2,나미야 잡화점의 기적 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9.78897E+12,3830,833.6,"2,601"
3,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,9,9.79116E+12,74830,833.6,"2,319"
4,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,7,9.79116E+12,74830,833.6,"2,215"
5,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,8,9.79116E+12,74830,833.6,"2,122"
6,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,4,9.78894E+12,74830,833.6,"2,111"
7,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,3,9.78894E+12,74830,833.6,"2,059"
8,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,1,9.79116E+12,74830,833.6,"2,044"
9,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,6,9.79116E+12,74830,833.6,"2,031"
10,추리 천재 엉덩이 탐정 5 - 유적에서 날아온 SOS 사건,트롤,아이세움,2017,5,9.79116E+12,74830,833.8,"2,026"
11,우리가 빛의 속도로 갈 수 없다면 :김초엽 소설 ,지은이: 김초엽,허블,2019,,9.79119E+12,3810,813.7,"2,010"
12,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,2,9.78894E+12,74830,833.6,"1,993"
13,달러구트 꿈 백화점.이미예 장편소설 ,지은이: 이미예,팩토리나인,2020,,9.79117E+12,3810,813.7,"1,989"
14,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,3,9.79116E+12,77810,810,"1,979"
15,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,1,9.78894E+12,74830,833.6,"1,975"
16,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,2,9.79116E+12,74830,833.6,"1,951"
17,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,3,9.79116E+12,74830,833.6,"1,935"
18,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,6,9.79116E+12,74830,833.6,"1,923"
19,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,1,9.7912E+12,74910,911,"1,913"
20,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,1,9.79116E+12,77810,810,"1,895"
21,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,4,9.79116E+12,74830,833.6,"1,889"
22,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,4,9.79116E+12,77810,810,"1,883"
23,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,2,9.79116E+12,77810,810,"1,870"
24,"시선으로부터, :정세랑 장편소설 ",지은이: 정세랑,문학동네,2020,,9.78895E+12,3810,813.7,"1,865"
25,선량한 차별주의자 ,김지혜 지음,창비,2019,,9.78894E+12,3300,334,"1,846"
26,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,5,9.79116E+12,74830,833.6,"1,844"
27,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,5,9.79116E+12,77810,810,"1,839"
28,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,7,9.79116E+12,74830,833.6,"1,814"
