순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
1,달러구트 꿈 백화점.이미예 장편소설 ,지은이: 이미예,팩토리나인,2020,,9.79117E+12,3810,813.7,"3,202"
2,종의 기원 =정유정 장편소설 /The origin of species ,지은이: 정유정,은행나무,2016,,9.78896E+12,3810,813.7,"2,595"
3,아몬드손원평 장편소설,손원평,창비,2017,,9.78894E+12,3810,813.7,"2,535"
4,"시선으로부터, :정세랑 장편소설 ",지은이: 정세랑,문학동네,2020,,9.78895E+12,3810,813.7,"2,390"
5,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,9,9.79116E+12,74830,833.6,"2,249"
6,수박 수영장 :안녕달 그림책 ,지은이: 안녕달,창비,2015,,9.78894E+12,77810,813.7,"2,216"
7,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,10,9.79116E+12,74830,833.6,"2,214"
8,7년의 밤 :정유정 장편소설 ,지은이: 정유정,은행나무,2011,,9.78896E+12,3810,813.7,"2,191"
9,나미야 잡화점의 기적 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9.78897E+12,3830,833.6,"2,168"
10,어떻게 말해줘야 할까 :오은영의 현실밀착 육아회화 ,글: 오은영 ;그림: 차상미,김영사,2020,,9.78893E+12,13590,598.1,"2,081"
11,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,7,9.79116E+12,74830,833.6,"2,062"
12,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,1,9.79116E+12,74830,833.6,"2,057"
13,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,3,9.79116E+12,77810,810,"2,049"
14,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,9,9.79116E+12,74830,833.6,"2,042"
15,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,4,9.79116E+12,77810,810,"2,030"
16,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,8,9.79116E+12,74830,833.6,"2,022"
17,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,5,9.79116E+12,77810,810,"1,962"
18,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,2,9.79116E+12,77810,810,"1,950"
19,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,4,9.78894E+12,74830,833.6,"1,947"
20,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,2,9.79116E+12,74830,833.6,"1,944"
21,추리 천재 엉덩이 탐정 5 - 유적에서 날아온 SOS 사건,트롤,아이세움,2017,5,9.79116E+12,74830,833.8,"1,943"
22,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,1,9.79116E+12,77810,810,"1,942"
23,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,3,9.79116E+12,74830,833.6,"1,896"
24,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,2,9.78894E+12,74830,833.6,"1,892"
25,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,5,9.79116E+12,74830,833.6,"1,879"
26,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,8,9.79116E+12,74830,833.6,"1,878"
26,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,6,9.79116E+12,77810,810,"1,878"
28,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,6,9.79116E+12,74830,833.6,"1,874"
28,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,4,9.79116E+12,74830,833.6,"1,874"
30,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,6,9.79116E+12,74830,833.6,"1,867"
31,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,10,9.79116E+12,74830,833.6,"1,864"
32,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,7,9.79116E+12,74830,833.6,"1,863"
33,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,3,9.78894E+12,74830,833.6,"1,859"
34,우리가 빛의 속도로 갈 수 없다면 :김초엽 소설 ,지은이: 김초엽,허블,2019,,9.79119E+12,3810,813.7,"1,858"
35,어린이라는 세계 :김소영 에세이 ,지은이: 김소영,사계절(사계절출판사),2020,,9.79116E+12,3810,818,"1,824"
36,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,1,9.78894E+12,74830,833.6,"1,802"
37,파친코 :이민진 장편소설,이민진 지음 ;이미정 옮김,문학사상,2018,1,9.78897E+12,4840,843.6,"1,763"
38,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,1,9.7912E+12,74910,911,"1,645"
39,그녀는 다 계획이 있다 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,대원씨아이,2021,,9.79114E+12,3830,833.6,"1,635"
40,공정하다는 착각 :능력주의는 모두에게 같은 기회를 제공하는가 ,마이클 샌델 지음 ;함규진 옮김,미래엔,2020,,9.79116E+12,3300,332.6,"1,633"
41,주린이가 가장 알고 싶은 최다질문 top 77 :'염블리' 염승환과 함께라면 주식이 쉽고 재미있다 ,염승환 지음,원앤원콘텐츠그룹,2021,,9.79116E+12,3320,327.856,"1,612"
42,고양이 해결사 깜냥,홍민정 동화 ;김재희 그림,창비,2020,1,9.78894E+12,74810,813.7,"1,605"
43,파친코 :이민진 장편소설,이민진 지음 ;이미정 옮김,문학사상,2018,2,9.78897E+12,4840,843.6,"1,598"
