순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
1,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,9,9.79116E+12,74830,833.6,"1,444"
2,아몬드손원평 장편소설,손원평,창비,2017,,9.78894E+12,3810,813.7,"1,428"
3,여행의 이유 :김영하 산문 ,지은이: 김영하,문학동네,2019,,9.78895E+12,3810,816.62,"1,420"
4,선량한 차별주의자 ,김지혜 지음,창비,2019,,9.78894E+12,3300,334,"1,364"
5,우리가 빛의 속도로 갈 수 없다면 :김초엽 소설 ,지은이: 김초엽,허블,2019,,9.79119E+12,3810,813.7,"1,335"
6,나미야 잡화점의 기적 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9.78897E+12,3830,833.6,"1,315"
7,나는 나로 살기로 했다 :냉담한 현실에서 어른살이를 위한 to do list ,글·그림: 김수현,마음의숲,2016,,9.79119E+12,3810,818,"1,297"
8,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,8,9.79116E+12,74830,833.6,"1,242"
9,수박 수영장 :안녕달 그림책 ,지은이: 안녕달,창비,2015,,9.78894E+12,77810,813.7,"1,220"
10,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,1,9.7912E+12,74910,911,"1,212"
11,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,3,9.79116E+12,77810,810,"1,210"
12,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,1,9.79116E+12,77810,810,"1,202"
13,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,2,9.79116E+12,77810,810,"1,194"
14,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,7,9.79116E+12,74830,833.6,"1,176"
15,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,12,9.79119E+12,74910,911,"1,156"
16,녹나무의 파수꾼 =The camphorwood custodian ,저자: 히가시노 게이고 ;옮긴이: 양윤옥,소미미디어,2020,,9.79117E+12,3830,833.6,"1,140"
17,돌이킬 수 없는 약속 :야쿠마루 가쿠 장편소설 ,저자: 야쿠마루 가쿠 ;옮긴이: 김성미,Book plaza(북플라자),2017,,9.789E+12,3830,833.6,"1,125"
18,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,2,9.7912E+12,74910,911,"1,100"
