순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"21","국내도서","방구석 미술관 (아티스트 하우스 에디션)","K912639282","9788968331862","03600","블랙피쉬","조원재 지음","16,800","15,120","1,680","10%","840점","20180803","16346"
"22","국내도서","아내를 모자로 착각한 남자","K052535697","9791159920257","03400","알마","올리버 색스 지음, 조석현 옮김, 이정호 그림","21,000","18,900","2,100","10%","1,050점","20160818","27827"
"23","국내도서","해빗","K392636511","9791130627595","03190","다산북스","웬디 우드 지음, 김윤재 옮김","18,000","16,200","1,800","10%","900점","20191217","9980"
"24","국내도서","큰별쌤 최태성의 별★별한국사 한국사능력검정시험 고급(1.2급) 상","K062635010","9791164421091","13910","이투스북","최태성 지음","14,500","13,050","1,450","10%","720점","20190531","7251"
"25","국내도서","오늘도 펭수 내일도 펭수","K442636505","9791130627366","02810","놀(다산북스)","EBS.펭수 지음","17,000","15,300","1,700","10%","850점","20191219","25462"
"26","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol. 2 Reading (리딩)","8917232191","9788917232196","14740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20191216","61720"
"27","국내도서","트렌드 코리아 2020","8959896128","9788959896127","13320","미래의창","김난도 외 지음","18,000","16,200","1,800","10%","900점","20191024","15225"
"28","국내도서","바디","897291701X","9788972917014","03400","까치","빌 브라이슨 지음, 이한음 옮김","23,000","20,700","2,300","10%","1,150점","20200110","7759"
"29","국내도서","선량한 차별주의자 (리커버)","K422636018","9788936477196","","창비","김지혜 지음","15,000","13,500","1,500","10%","750점","20190717","52031"
"30","국내도서","팩트풀니스","8934985062","9788934985068","03300","김영사","한스 로슬링.올라 로슬링.안나 로슬링 뢴룬드 지음, 이창신 옮김","19,800","17,820","1,980","10%","990점","20190308","45517"
"31","국내도서","에듀윌 한국사 능력 검정시험 2주끝장 고급","K542635314","9791136000989","13910","에듀윌","한국사기출연구회 지음","21,000","18,900","2,100","10%","1,050점","20190612","5152"
"32","국내도서","해커스 토익 RC 리딩 READING","8965423341","9788965423348","13740","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","18,800","16,920","1,880","10%","940점","20200102","42034"
"33","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol. 2 Listening (리스닝)","8917232183","9788917232189","13740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20191216","56130"
"34","국내도서","아주 작은 습관의 힘","K832534441","9791162540640","03190","비즈니스북스","제임스 클리어 지음, 이한이 옮김","16,000","14,400","1,600","10%","800점","20190226","71356"
"35","국내도서","2020 피터래빗 다이어리","K052636690","8809479920152","1","유나","유나 편집부 지음","12,000","6,000","6,000","50%","120점","20191130","1440"
"36","국내도서","마도조사 1","K972635639","9791127851446","04820","B-Lab","묵향동후 지음, 이현아 옮김","14,000","12,600","1,400","10%","700점","20190730","10510"
"37","국내도서","여행의 이유","8954655971","9788954655972","03810","문학동네","김영하 지음","13,500","12,150","1,350","10%","670점","20190417","73262"
"38","국내도서","2020 에듀윌 한국사 능력 검정시험 기출문제집 고급","K122636709","9791136002396","13910","에듀윌","에듀윌 한국사교육연구소 지음","18,000","16,200","1,800","10%","900점","20191120","1893"
"39","국내도서","해커스 토익 LC 리스닝 LISTENING","896542335X","9788965423355","","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","18,800","16,920","1,880","10%","940점","20200102","32148"
"40","국내도서","일의 기쁨과 슬픔","8936438034","9788936438036","03810","창비","장류진 지음","14,000","12,600","1,400","10%","700점","20191025","16248"
"41","국내도서","닥터 도티의 삶을 바꾸는 마술가게 (리커버 특별판)","K282636829","9791158886080","03320","판미동","제임스 도티 지음, 주민아 옮김","16,800","15,120","1,680","10%","840점","20191218","14811"
"42","국내도서","마도조사 3","K772636982","9791127853068","04820","B-Lab","묵향동후 지음, 이현아 옮김","14,000","12,600","1,400","10%","700점","20191129","7758"
"43","국내도서","마도조사 2","K212635155","9791127852122","04820","B-Lab","묵향동후 지음, 이현아 옮김","14,000","12,600","1,400","10%","700점","20190903","9939"
"44","국내도서","2020 시나공 정보처리기사 필기","K762636693","9791160509762","13000","길벗","길벗 R&D 외 지음","31,000","27,900","3,100","10%","1,550점","20191118","5007"
"45","국내도서","달빛천사 애장판 1","K002636832","9791136700582","","서울미디어코믹스(서울문화사)","타네무라 아리나 지음, 이소연 옮김","9,500","8,550","950","10%","470점","20200128","3150"
"46","국내도서","목소리를 드릴게요","K842636722","9791165300005","03810","아작","정세랑 지음","14,800","13,320","1,480","10%","740점","20200106","12176"
"47","국내도서","달빛천사 애장판 2","K162636832","9791136700599","","서울미디어코믹스(서울문화사)","타네무라 아리나 지음, 이소연 옮김","9,500","8,550","950","10%","470점","20200128","3087"
"48","국내도서","어느 날 공주가 되어버렸다 3 (일반판)","K962636333","9791129345585","07810","캐롯툰","스푼 지음, 플루토스 원작","14,000","12,600","1,400","10%","700점","20200304","5708"
"49","국내도서","공부머리 독서법","K722532337","9791196316808","03370","책구루","최승필 지음","16,500","14,850","1,650","10%","820점","20180503","51180"
"50","국내도서","린치핀","K812636514","9791185392998","13190","라이스메이커","세스 고딘 지음, 윤영삼 옮김","18,000","16,200","1,800","10%","900점","20191228","6755"
"51","국내도서","마법천자문 47","8950984741","9788950984748","77720","아울북","김현수 지음, 홍거북 그림, 김창환 감수","14,000","12,600","1,400","10%","700점","20200129","5829"
"52","국내도서","사피엔스 (무선본)","K462832219","9788934972464","03900","김영사","유발 하라리 지음, 조현욱 옮김, 이태수 감수","22,000","19,800","2,200","10%","1,100점","20151123","110695"
"53","국내도서","1일 1클래식 1기쁨","K392636429","9791155812556","03670","윌북","클레먼시 버턴힐 지음, 김재용 옮김","17,800","16,020","1,780","10%","890점","20200115","10607"
"54","국내도서","Go Go 카카오프렌즈 12 : 터키","8950985551","9788950985554","74900","아울북","김미영 지음, 김정한 그림","14,800","13,320","1,480","10%","740점","20200120","4936"
"55","국내도서","흔한남매 2","K002635150","9791164132454","77810","미래엔아이세움","흔한남매 원작, 백난도 글, 유난희 그림, 샌드박스 네트워크 감수","11,000","9,900","1,100","10%","550점","20190905","22654"
"56","국내도서","5년 후 나에게 - Q&A a day (2020 로즈골드 특별 한정판)","K032636085","9791158510244","14190","토네이도","포터 스타일 지음, 정지현 옮김","16,800","15,120","1,680","10%","840점","20191101","7629"
"57","국내도서","해커스 토익 실전 1000제 1 RC Reading 문제집 (리딩)","8965422639","9788965422631","13740","해커스어학연구소(Hackers)","해커스어학연구소 지음","11,900","10,710","1,190","10%","590점","20200423","40338"
"58","국내도서","예술하는 습관","8901239159","9788901239156","03600","걷는나무","메이슨 커리 지음, 이미정 옮김","16,000","14,400","1,600","10%","800점","20200110","4289"
"59","국내도서","설민석의 한국사 대모험 12","K122636592","9791188874460","74910","아이휴먼","설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수","12,000","10,800","1,200","10%","600점","20191205","12096"
"60","국내도서","2020 선재국어 한 권으로 정리하는 마무리","K642636193","9791163716730","13710","에스티유니타스","이선재 지음","22,000","19,800","2,200","10%","220점","20191107","4455"
"61","국내도서","해커스 토익 스타트 리딩 RC","8965423376","9788965423379","13740","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","14,900","13,410","1,490","10%","740점","20200102","54394"
"62","국내도서","한편 1호 세대","8937490927","9788937490927","04100","민음사","민음사 편집부 엮음","10,000","9,000","1,000","10%","500점","20200114","3724"
"63","국내도서","2020 단기 합격 해커스 NCS 직업기초능력평가 + 직무수행능력평가","8969651500","9788969651501","13320","해커스공기업","김소원 외 지음","19,800","17,820","1,980","10%","990점","20200102","3704"
"64","국내도서","서양미술사","8970840656","9788970840659","03600","예경","E.H.곰브리치 지음, 백승길 외 옮김","38,000","34,200","3,800","10%","1,900점","20030710","31768"
"65","국내도서","정재승의 인간 탐구 보고서 2","8950983087","9788950983086","74400","아울북","정재승 기획, 정재은.이고은 글, 김현민 그림","15,800","14,220","1,580","10%","790점","20191230","9778"
"66","국내도서","총 균 쇠 (무선 제작)","8970127240","9788970127248","03900","문학사상","제레드 다이아몬드 지음, 김진준 옮김","28,000","25,200","2,800","10%","1,400점","20051219","92365"
"67","국내도서","큰별쌤 최태성의 별★별한국사 기출500제 한국사능력검정시험 고급(1,2급)","K412635149","9791164422876","13910","이투스북","최태성 지음","18,000","16,200","1,800","10%","900점","20190730","3868"
"68","국내도서","귀멸의 칼날 14","K372636235","9791134845247","","학산문화사(만화)","고토게 코요하루 지음","5,000","4,500","500","10%","250점","20200115","11525"
"69","국내도서","틀 밖에서 놀게 하라","8965709598","9788965709596","13370","쌤앤파커스","김경희 지음","17,800","16,020","1,780","10%","890점","20191224","4846"
"70","국내도서","부자 되는 법을 가르쳐 드립니다","K922636023","9791135455063","03320","안드로메디안","라밋 세티 지음, 김태훈 옮김","19,800","17,820","1,980","10%","990점","20191225","2980"
"71","국내도서","해커스 토익 실전 1000제 1 LC Listening 문제집 (리스닝)","8965422612","9788965422617","13740","해커스어학연구소(Hackers)","해커스어학연구소 지음","11,900","10,710","1,190","10%","590점","20181126","34324"
"72","국내도서","당신은 뇌를 고칠 수 있다","K462635253","9791135442414","03510","브론스테인","톰 오브라이언 지음, 이시은 옮김","19,800","17,820","1,980","10%","990점","20190821","12455"
"73","국내도서","나의 문구 여행기","8958077468","9788958077466","03810","뜨인돌","문경연 지음","18,800","16,920","1,880","10%","940점","20200117","2928"
"74","국내도서","초판본 데미안 (리커버 한정판, 패브릭 양장)","K732531655","9791159036514","03850","더스토리","헤르만 헤세 지음, 이순학 옮김","12,000","10,800","1,200","10%","600점","20171030","13194"
"75","국내도서","지쳤거나 좋아하는 게 없거나","K212636878","9791196797706","03810","강한별","글배우 지음","13,500","12,150","1,350","10%","670점","20190904","9284"
"76","국내도서","영어 회화 핵심패턴 233 (본책 + 예문 듣기 MP3 파일 무료 다운로드 + 음성 강의 무료 다운로드 + 정답 및 훈련용 소책자)","K152535592","9791159240591","03740","길벗이지톡","백선엽 지음","15,000","13,500","1,500","10%","750점","20160815","11148"
"77","국내도서","흔한남매 1","K712635217","9791164131686","77810","미래엔아이세움","흔한남매 원작, 백난도 글, 유난희 그림, 샌드박스 네트워크 감수","11,000","9,900","1,100","10%","550점","20190620","21653"
"78","국내도서","부의 추월차선","8994702342","9788994702346","13320","토트","엠제이 드마코 지음, 신소영 옮김","15,000","13,500","1,500","10%","750점","20130820","28879"
"79","국내도서","증언들","K302636420","9791158886134","04840","황금가지","마거릿 애트우드 지음, 김선형 옮김","15,000","13,500","1,500","10%","750점","20200103","2549"
"80","국내도서","리더의 용기","8901238748","9788901238746","03320","갤리온","브레네 브라운 지음, 강주헌 옮김","18,000","16,200","1,800","10%","900점","20191209","3622"
"81","국내도서","2020 전한길 한국사 합격생 필기노트","K082635320","9791163714132","13910","에스티유니타스","전한길 지음","14,000","12,600","1,400","10%","140점","20190702","8725"
"82","국내도서","부의 확장","K552636730","9791130627984","03320","다산북스","천영록.제갈현열 지음","16,000","14,400","1,600","10%","800점","20200108","2957"
"83","국내도서","나 혼자만 알고 싶은 영어책 : 순한 맛","K712636927","9791190179140","13740","서사원","피유진 지음","21,000","18,900","2,100","10%","1,050점","20200107","3602"
"84","국내도서","재무제표 모르면 주식투자 절대로 하지마라","K042636037","9791190242271","13320","베가북스","사경인 지음","19,800","17,820","1,980","10%","990점","20200110","20432"
"85","국내도서","해커스 토익 스타트 리스닝 LC","8965423384","9788965423386","13740","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","14,900","13,410","1,490","10%","740점","20200102","42092"
"86","국내도서","내가 원하는 것을 나도 모를 때","K182636731","9791130627878","03810","다산초당(다산북스)","전승환 지음","16,000","14,400","1,600","10%","800점","20200108","9689"
"87","국내도서","데미안","8937460440","9788937460449","04850","민음사","헤르만 헤세 지음, 전영애 옮김","8,000","7,200","800","10%","400점","20001220","94089"
"88","국내도서","백만장자 시크릿","8925520389","9788925520384","03320","알에이치코리아(RHK)","하브 에커 지음, 나선숙 옮김","12,000","10,800","1,200","10%","600점","20080716","8170"
"89","국내도서","예술적 상상력","K842636923","9791190030281","03100","어크로스","오종우 지음","17,000","15,300","1,700","10%","850점","20191231","2364"
"90","국내도서","2020 간호사 국가고시 5일 완성 파이널 모의고사","K012636900","9791163610021","13510","홍지문","주선희.간호수험연구소 지음","27,000","24,300","2,700","10%","1,350점","20191119","1189"
"91","국내도서","지박소년 하나코 군 1","K162636920","9791130797755","","루트미디어","아이다이로 지음","5,500","4,950","550","10%","270점","20200108","3410"
"92","국내도서","여자로 살아가는 우리들에게","8954658350","9788954658355","03810","문학동네","요조.임경선 지음","15,500","13,950","1,550","10%","770점","20191030","4705"
"93","국내도서","나 혼자만 레벨업 1","K432636865","9791191363012","07810","디앤씨웹툰비즈","장성락(REDICE STUDIO) 지음, 추공 원작, 기소령 각색","14,500","13,050","1,450","10%","720점","20190926","10228"
"94","국내도서","지금 이대로 좋다","K912636388","9791187297239","03810","정토출판","법륜 지음, 박정은 그림","14,800","13,320","1,480","10%","740점","20191030","17956"
"95","국내도서","오늘부터 딱 1년, 이기적으로 살기로 했다","K822636031","9791162541265","03190","비즈니스북스","샘 혼 지음, 이상원 옮김","15,000","13,500","1,500","10%","750점","20200120","3046"
"96","국내도서","세습 중산층 사회","K842636130","9791185585826","03330","생각의힘","조귀동 지음","17,000","15,300","1,700","10%","850점","20200120","4108"
"97","국내도서","큰별쌤 최태성의 별★별한국사 한국사능력검정시험 중급(3.4급)","K192635417","9791164421077","","이투스북","최태성 지음","18,500","16,650","1,850","10%","920점","20190613","2817"
"98","국내도서","2020 전한길 한국사 4.0 실전동형 모의고사","K782636028","9791163717539","13910","에스티유니타스","전한길 지음","21,500","19,350","2,150","10%","210점","20191227","2286"
"99","국내도서","김락희의 인체 드로잉","893158850X","9788931588507","13600","성안당","김락희 지음, 윤관현 감수","35,000","31,500","3,500","10%","1,750점","20191127","46460"
"100","국내도서","데미안 (10주년 기념 리커버 특별판)","8954620515","9788954620512","04850","문학동네","헤르만 헤세 지음, 안인희 옮김","9,000","8,100","900","10%","450점","20200108","2635"
"101","국내도서","2020 민준호 사회 진도별.동형 모의고사","K802636122","9791196327972","13300","호인북스","민준호 지음","20,000","18,000","2,000","10%","1,000점","20200105","2085"
"102","국내도서","2020 선재국어 단원별 약점 체크 문제집","K672636618","9791163716891","13710","에스티유니타스","이선재.선재국어연구소 지음","19,000","17,100","1,900","10%","190점","20191220","1398"
"103","국내도서","우리가 간신히 희망할 수 있는 것","K322636409","9791162730652","03810","사회평론","김영민 지음","15,000","13,500","1,500","10%","750점","20191125","5851"
"104","국내도서","당신이 옳다","K472830359","9788965746669","03180","해냄","정혜신 지음","15,800","14,220","1,580","10%","790점","20181010","46218"
"105","국내도서","2020 선재국어 기출실록 - 전4권","K832636966","9791163715566","14710","에스티유니타스","이선재 지음","43,000","38,700","4,300","10%","430점","20190910","5125"
"106","국내도서","시작의 기술","K852737423","9788901230658","03320","웅진지식하우스","개리 비숍 지음, 이지연 옮김","16,000","14,400","1,600","10%","800점","20190418","17740"
"107","국내도서","버림 받은 황비 4 한정판","K092636840","9791189320386","04810","디앤씨웹툰비즈","인아 지음, 정유나 원작","24,500","22,050","2,450","10%","1,220점","20200211","797"
"108","국내도서","2020 전한길 한국사 3.0 기출문제집 - 전2권","K412636065","9791163715795","14910","에스티유니타스","전한길 지음","39,000","35,100","3,900","10%","390점","20190911","4850"
"109","국내도서","정의란 무엇인가","K312832657","9788937834790","03300","와이즈베리","마이클 샌델 지음, 김명철 옮김, 김선욱 감수","15,000","13,500","1,500","10%","750점","20141120","58152"
"110","국내도서","괜찮을 거야","K762636139","9791158361617","77840","책읽는곰","시드니 스미스 지음, 김지은 옮김","13,000","11,700","1,300","10%","650점","20200108","5225"
"111","국내도서","내 몸과의 전쟁","K592636120","9791164160457","13510","책들의정원","피지컬갤러리 지음","18,000","16,200","1,800","10%","900점","20191231","957"
"112","국내도서","이기적 유전자","8932473900","9788932473901","03470","을유문화사","리처드 도킨스 지음, 홍영남.이상임 옮김","20,000","18,000","2,000","10%","1,000점","20181020","88804"
"113","국내도서","남산의 부장들","8994612394","9788994612393","03300","폴리티쿠스","김충식 지음","27,000","24,300","2,700","10%","1,350점","20121130","2474"
"114","국내도서","루팡의 딸","8998274418","9788998274412","03830","북플라자","요코제키 다이 지음, 최재호 옮김","15,000","13,500","1,500","10%","750점","20190925","10382"
"115","국내도서","부의 인문학","8995563508","9788995563502","03320","오픈마인드","브라운스톤 지음","15,000","13,500","1,500","10%","750점","20191004","17684"
"116","국내도서","설민석의 삼국지 2","8933870830","9788933870839","04000","세계사","설민석 지음","22,000","19,800","2,200","10%","1,100점","20190820","13681"
"117","국내도서","책벌레의 하극상 제4부 귀족원의 자칭 도서위원 5","K012636621","9791160859768","04830","길찾기","카즈키 미야 지음, 시이나 유우 그림, 김봄 옮김","10,000","9,000","1,000","10%","500점","20200108","1115"
"118","국내도서","귀멸의 칼날 13","K742636028","9791134841768","","학산문화사(만화)","고토게 코요하루 지음","5,000","4,500","500","10%","250점","20191224","10811"
"119","국내도서","2020 에듀윌 KBS한국어능력시험 2주끝장","K752636911","9791136002815","13710","에듀윌","신은재.김지학 지음","25,000","22,500","2,500","10%","1,250점","20200112","2419"
"120","국내도서","꽃을 보듯 너를 본다","K852433226","9791157280292","03810","지혜","나태주 지음","11,000","9,900","1,100","10%","550점","20150620","71111"
"121","국내도서","숨","K492635392","9791164050277","03840","엘리","테드 창 지음, 김상훈 옮김","16,500","14,850","1,650","10%","820점","20190520","25471"
"122","국내도서","멋진 신세계","8973814729","9788973814725","03840","(주)태일소담출판사","올더스 헉슬리 지음, 안정효 옮김","13,800","12,420","1,380","10%","690점","20150612","45542"
"123","국내도서","혼자 공부하는 영어 습관의 힘 : 영어패턴 + 영어회화 편","K062636624","9791189719999","13740","키출판사","David Thayne 지음","12,000","10,800","1,200","10%","600점","20200103","3774"
"124","국내도서","2020 최신판 위포트 NCS 직업기초능력평가 + 직무수행능력평가","K582636218","9791161980799","13320","위포트","위포트 연구소 지음","23,800","21,420","2,380","10%","1,190점","20191220","1934"
"125","국내도서","오래도록 젊음을 유지하고 건강하게 죽는법","K342636692","9791135447709","03510","브론스테인","스티븐 R. 건드리 지음, 박선영 옮김, 이용승 감수","19,800","17,820","1,980","10%","990점","20191113","6222"
"126","국내도서","영단기 토익 실전 1000제 1 RC 문제집 + 해설집","K122635029","9791163713975","13740","커넥츠영단기","영단기 연구소 엮음","11,000","9,900","1,100","10%","550점","20190626","12038"
"127","국내도서","주문은 토끼입니까? 8 한정판 (일러스트 카드 8종 + 포켓 클리어파일 포함)","K522636035","9791136220639","07830","대원씨아이(만화)","Koi 글.그림","13,000","11,700","1,300","10%","650점","20200129","875"
"128","국내도서","왕자와 드레스메이커","8949135108","9788949135106","77800","비룡소","젠 왕 지음, 김지은 옮김","16,000","14,400","1,600","10%","800점","20191115","4070"
"129","국내도서","설민석의 삼국지 1","8933870792","9788933870792","04000","세계사","설민석 지음","22,000","19,800","2,200","10%","1,100점","20190717","16066"
"130","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol.1 Reading","8917230563","9788917230567","14740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20181217","44995"
"131","국내도서","세상의 바보들에게 웃으면서 화내는 방법(리커버 특별판)","893291995X","9788932919959","03880","열린책들","움베르토 에코 지음, 이세욱 옮김","13,000","11,700","1,300","10%","650점","20091030","1966"
"132","국내도서","모두 같은 달을 보지만 서로 다른 꿈을 꾼다","K622636526","9791196895006","03300","아웃사이트(OUTSIGHT)","김동조 지음","30,000","27,000","3,000","10%","1,500점","20200113","1198"
"133","국내도서","칼 비테 교육법","K862531008","9791188388004","03370","차이정원","칼 비테 지음, 김일형 옮김","17,000","15,300","1,700","10%","850점","20170728","5886"
"134","국내도서","2020 에듀윌 한국사 능력 검정시험 기출문제집 중급","K482636709","9791136002402","13910","에듀윌","에듀윌 한국사교육연구소 지음","18,000","16,200","1,800","10%","900점","20191120","860"
"135","국내도서","읽고 쓴다는 것, 그 거룩함과 통쾌함에 대하여","K062636596","9791190351058","03800","북드라망","고미숙 지음","15,000","13,500","1,500","10%","750점","20191115","6553"
"136","국내도서","초등 매일 공부의 힘","8957360298","9788957360293","03590","가나출판사","이은경 지음","15,500","13,950","1,550","10%","770점","20191203","3183"
"137","국내도서","너의 거기는 작고 나의 여기는 커서 우리들은 헤어지는 중입니다","8932035962","9788932035963","03810","문학과지성사","김민정 지음","9,000","8,100","900","10%","450점","20191210","2609"
"138","국내도서","열혈강호 79","K522636029","9791136215239","","대원씨아이(만화)","전극진 지음, 양재현 그림","4,500","4,050","450","10%","220점","20191224","2510"
"139","국내도서","데스마치에서 시작되는 이세계 광상곡 16","K582636520","9791127853907","04830","디앤씨미디어(주)(D&C미디어)","아이나나 히로 지음, 박경용 옮김, shri 그림","9,000","8,100","900","10%","450점","20200110","775"
"140","국내도서","디디의 우산","8936437542","9788936437541","03810","창비","황정은 지음","14,000","12,600","1,400","10%","700점","20190120","11543"
"141","국내도서","영단기 토익 실전 1000제 1 LC 문제집 + 해설집","K282635029","9791163713982","13740","커넥츠영단기","영단기 연구소 엮음","11,000","9,900","1,100","10%","550점","20190626","11007"
"142","국내도서","관계의 과학","8962623153","9788962623154","03400","동아시아","김범준 지음","15,000","13,500","1,500","10%","750점","20191210","2938"
"143","국내도서","뇌·신경 구조 교과서","8964944127","9788964944127","03510","보누스","노가미 하루오 지음, 장은정 옮김, 이문영 감수","17,800","16,020","1,780","10%","890점","20200107","3181"
"144","국내도서","해커스 토익 실전 1000제 2 RC Reading 문제집 (리딩)","8965422736","9788965422730","13740","해커스어학연구소(Hackers)","해커스어학연구소 지음","11,900","10,710","1,190","10%","590점","20190115","20694"
"145","국내도서","2020 에듀윌 부산교통공사 NCS 봉투모의고사 4+1회","K472636007","9791136002365","13320","에듀윌","에듀윌 공기업취업연구소 지음","17,000","15,300","1,700","10%","850점","20191127","1191"
"146","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol.1 Listening","8917230555","9788917230550","14740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20181217","38942"
"147","국내도서","2020 시나공 컴퓨터활용능력 1급 필기","K952636580","9791160509465","13000","길벗","길벗 R&D 외 지음","30,000","27,000","3,000","10%","1,500점","20191028","1695"
"148","국내도서","돈의 흐름이 보이는 회계 이야기","K172636027","9791165210076","03320","길벗","구상수 지음","16,000","14,400","1,600","10%","800점","20191224","2016"
"149","국내도서","파인드 미","K502636518","9791190234023","03840","잔(도서출판)","안드레 애치먼 지음, 정지현 옮김","13,800","12,420","1,380","10%","690점","20191216","5143"
"150","국내도서","날씨가 좋으면 찾아가겠어요","8952791169","9788952791160","04810","시공사","이도우 지음","13,800","12,420","1,380","10%","690점","20180628","17962"
"151","국내도서","대범한 밥상 (리커버)","K082639739","9788954623254","04810","문학동네","박완서 지음","15,000","13,500","1,500","10%","750점","20140115","5010"
"152","국내도서","2020 공무원 최빈출 어휘 3000 +","K142635834","9791160181678","13740","지금(도서출판)","이동기 지음","22,000","19,800","2,200","10%","1,100점","20190715","4262"
"153","국내도서","작가들의 비밀스러운 삶","8984373850","9788984373853","03860","밝은세상","기욤 뮈소 지음, 양영란 옮김","14,800","13,320","1,480","10%","740점","20191121","6387"
"154","국내도서","총 균 쇠 (양장)","8970128859","9788970128856","03900","문학사상","제레드 다이아몬드 지음, 김진준 옮김","35,000","31,500","3,500","10%","1,750점","20130305","45321"
"155","국내도서","검피 아저씨의 코뿔소","8952783379","9788952783370","77840","시공주니어","존 버닝햄 지음, 이상희 옮김","12,500","11,250","1,250","10%","620점","20191215","959"
