순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
1,국내도서,물고기는 존재하지 않는다,K092835920,9.79119E+12,3400,곰출판,"룰루 밀러 지음, 정지인 옮김","17,000","15,300","1,700",10%,850점,20211217,256226
2,국내도서,가불 선진국,K912837067,9.79116E+12,3330,메디치미디어,조국 지음,"16,000","14,400","1,600",10%,800점,20220325,50907
3,국내도서,불편한 편의점 (벚꽃 에디션),K192836746,9.79116E+12,3810,나무옆의자,김호연 지음,"14,000","12,600","1,400",10%,700점,20210420,547682
4,국내도서,시맨틱 에러 포토에세이,K702836737,9.79119E+12,3810,blackD(블랙디),왓챠.래몽래인 지음,"22,000","19,800","2,200",10%,"1,100점",20220320,46200
5,국내도서,이어령의 마지막 수업,K762835176,9.79117E+12,3100,열림원,"김지수 지음, 이어령","16,500","14,850","1,650",10%,820점,20211027,99467
6,국내도서,나의 아저씨 1~2 세트 - 전2권,8933871756,9.78893E+12,4810,세계사,박해영 지음,"49,600","44,640","4,960",10%,"2,480점",20220315,36715
7,국내도서,파친코 1,8970129812,9.78897E+12,4840,문학사상,"이민진 지음, 이미정 옮김","14,500","13,050","1,450",10%,720점,20180323,64736
8,국내도서,틴틴팅클! 2,8927812859,9.78893E+12,7650,중앙books(중앙북스),난 지음,"18,000","16,200","1,800",10%,900점,20220311,17764
9,국내도서,파친코 2,8970129820,9.78897E+12,4840,문학사상,"이민진 지음, 이미정 옮김","14,500","13,050","1,450",10%,720점,20180323,62699
10,국내도서,여름이 온다,8949114119,9.78895E+12,74800,비룡소,이수지 지음,"27,000","24,300","2,700",10%,"1,350점",20210727,33676
11,국내도서,극장판 주술회전 0 노벨라이즈,K262837364,9.79114E+12,47830,서울미디어코믹스(서울문화사),"아쿠타미 게게 지음, 세코 히로시 각본, 유유리 옮김","9,500","8,550",950,10%,470점,20220321,22662
12,국내도서,원피스 101,K532837172,9.79117E+12,,대원씨아이(만화),오다 에이치로 지음,"5,500","4,950",550,10%,270점,20220325,29797
13,국내도서,웰씽킹 WEALTHINKING (10만 부 기념 한정판 골드 에디션),K982836731,9.79113E+12,3190,다산북스,켈리 최 지음,"16,000","14,400","1,600",10%,800점,20211110,133622
14,국내도서,룩 백 + 체인소 맨 11권 합본 세트,K082837765,9.79117E+12,,학산문화사(만화),후지모토 타츠키 지음,"12,000","10,800","1,200",10%,600점,20220322,11095
15,국내도서,설민석의 한국사 대모험 20,K692836418,9.79117E+12,74910,아이휴먼,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수","12,000","10,800","1,200",10%,600점,20220228,24255
16,국내도서,오래되고 멋진 클래식 레코드,8954685676,9.78895E+12,3830,문학동네,"무라카미 하루키 지음, 홍은주 옮김","25,000","22,500","2,500",10%,"1,250점",20220325,17136
17,국내도서,"어서 오세요, 휴남동 서점입니다",K362836265,9.7912E+12,3810,클레이하우스,황보름 지음,"15,000","13,500","1,500",10%,750점,20220117,66324
18,국내도서,마음의 법칙,K022836695,9.79119E+12,3320,포레스트북스,"폴커 키츠.마누엘 투쉬 지음, 김희상 옮김","16,000","14,400","1,600",10%,800점,20220210,33227
19,국내도서,해커스 토익 기출 보카 TOEIC VOCA 단어장,8965422787,9.78897E+12,13740,해커스어학연구소(Hackers),데이빗 조 (David Cho) 지음,"12,900","11,610","1,290",10%,640점,20190102,235607
20,국내도서,윤석열 X파일,K712836673,9.7912E+12,3340,열린공감TV,열린공감TV 취재팀 지음,"16,000","14,400","1,600",10%,800점,20220204,36796
21,국내도서,143층 나무 집,K762837268,9.79117E+12,74840,시공주니어,"앤디 그리피스 지음, 테리 덴톤 그림","14,000","12,600","1,400",10%,700점,20220330,26655
22,국내도서,백광,K652836302,9.79119E+12,3830,모모,"렌조 미키히코 지음, 양윤옥 옮김","14,500","13,050","1,450",10%,720점,20220214,24657
23,국내도서,돈의 심리학 (10만 부 기념 골드 에디션),K692836983,9.79119E+12,3320,인플루엔셜(주),"모건 하우절 지음, 이지연 옮김","19,800","17,820","1,980",10%,990점,20210113,38054
24,국내도서,아무도 흔들 수 없는 나라,8934961538,9.78893E+12,3340,김영사,"문재인 지음, 대통령 비서실 엮음","20,000","18,000","2,000",10%,"1,000점",20220328,18905
25,국내도서,흔한남매 과학 탐험대 4 : 물질,8934930543,9.78893E+12,77400,주니어김영사,"김덕영 그림, 이현진 외 글, 최진수 감수, 정현철 외 기획, 흔한남매 원작","14,000","12,600","1,400",10%,700점,20220228,28012
26,국내도서,도쿄 리벤저스 23,K182837260,9.79117E+12,,학산문화사(만화),와쿠이 켄 지음,"6,000","5,400",600,10%,300점,20220321,14963
27,국내도서,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상",K682835821,9.79114E+12,13910,이투스북,최태성 지음,"15,000","13,500","1,500",10%,750점,20211209,77538
28,국내도서,실마릴리온 + 끝나지 않은 이야기 세트 - 전2권,8950999943,9.78895E+12,,arte(아르테),"존 로날드 로웰 톨킨 지음, 크리스토퍼 톨킨 엮음, 존 하우 외 그림, 김보원 외 옮김","110,000","99,000","11,000",10%,"5,500점",20220302,9305
29,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Reading (리딩),8917238548,9.78892E+12,13740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20211213,195047
30,국내도서,오은영의 화해 (리커버),8997396870,9.789E+12,3810,코리아닷컴(Korea.com),오은영 지음,"16,000","14,400","1,600",10%,800점,20190110,81748
31,국내도서,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하",K762835821,9.79114E+12,13910,이투스북,최태성 지음,"14,500","13,050","1,450",10%,720점,20211209,70781
32,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Listening (리스닝),891723853X,9.78892E+12,13740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20211213,180570
33,국내도서,H마트에서 울다,8954683371,9.78895E+12,3840,문학동네,"미셸 자우너 지음, 정혜윤 옮김","16,000","14,400","1,600",10%,800점,20220228,39868
34,국내도서,에그박사 6,K902836928,9.79117E+12,77490,미래엔아이세움,"에그박사 지음, 홍종현 그림, 박송이 글, 장민호 감수","13,500","12,150","1,350",10%,670점,20220310,16972
35,국내도서,예의 없는 친구들을 대하는 슬기로운 말하기 사전,K682835052,9.79116E+12,73180,사계절,"김원아 지음, 김소희 그림","13,000","11,700","1,300",10%,650점,20220113,41540
36,국내도서,12 1/2 부와 성공을 부르는 12가지 원칙,K542836508,9.79119E+12,13320,천그루숲,"게리 바이너척 지음, 우태영 옮김","15,000","13,500","1,500",10%,750점,20220220,16539
37,국내도서,보도 섀퍼의 이기는 습관,K402836832,9.79116E+12,3190,토네이도,"보도 섀퍼 지음, 박성원 옮김","17,000","15,300","1,700",10%,850점,20220318,42885
38,국내도서,전지적 독자 시점 4,K732836429,9.79116E+12,,에이템포미디어,"슬리피-C 지음, 싱숑 원작, UMI 각색","15,000","13,500","1,500",10%,750점,20220215,10540
39,국내도서,우리는 여전히 삶을 사랑하는가,8934949678,9.78893E+12,3180,김영사,"에리히 프롬 지음, 라이너 풍크 엮음, 장혜경 옮김","15,800","14,220","1,580",10%,790점,20220211,31220
40,국내도서,데일 카네기 자기관리론,K432737052,9.79119E+12,3320,현대지성,"데일 카네기 지음, 임상훈 옮김","11,500","10,350","1,150",10%,570점,20210113,81671
41,국내도서,세븐 테크,8901255715,9.7889E+12,3320,웅진지식하우스,김미경 외 지음,"18,000","16,200","1,800",10%,900점,20220210,23983
42,국내도서,TV 애니메이션 주술회전 1st season 컴플리트 북,K322837478,9.79114E+12,47830,서울미디어코믹스(서울문화사),"아쿠타미 게게 지음, 이정운 옮김","27,000","24,300","2,700",10%,"1,350점",20220429,8587
43,국내도서,가운데땅의 지도들 세트,8950999951,9.78895E+12,3840,arte(아르테),"브라이언 시블리 지음, 존 하우 그림, 김번 옮김","55,000","49,500","5,500",10%,"2,750점",20220406,7122
44,국내도서,2022 선재국어 실전 봉투 모의고사 1,K822836119,9.79117E+12,13710,에스티유니타스,이선재 지음,"13,000","11,700","1,300",10%,130점,20220225,11328
45,국내도서,2022 써니 행정법총론 실전동형 모의고사 - 전2권,K332836837,9.79116E+12,13360,지금(도서출판),박준철 지음,"10,000","9,000","1,000",10%,500점,20220318,13543
46,국내도서,위저드 베이커리 (양장),8936434616,9.78894E+12,3810,창비,구병모 지음,"14,000","12,600","1,400",10%,700점,20220327,14895
47,국내도서,지구 끝의 온실,K082733434,9.79119E+12,3810,자이언트북스,김초엽 지음,"15,000","13,500","1,500",10%,750점,20210818,79026
48,국내도서,2022 큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화 (1.2.3급),K862835833,9.79114E+12,13910,이투스북,최태성 지음,"19,500","17,550","1,950",10%,970점,20211221,31870
49,국내도서,롤랑의 노래,K262837373,9.79116E+12,3860,휴머니스트,김준한 옮김,"22,000","19,800","2,200",10%,"1,100점",20220411,11678
50,국내도서,일하고 일하고 사랑을 하고,8936424726,9.78894E+12,3810,창비,최지인 지음,"9,000","8,100",900,10%,450점,20220318,11730
51,국내도서,서울대 삼 형제의 스노볼 공부법,K972836110,9.79116E+12,3370,심야책방,윤인숙 지음,"16,800","15,120","1,680",10%,840점,20220303,8488
52,국내도서,원펀맨 One Punch Man 24,K592836823,9.79114E+12,,대원씨아이(만화),"ONE 지음, 무라타 유스케 그림","5,500","4,950",550,10%,270점,20220225,15312
53,국내도서,긴긴밤,K612731543,9.78895E+12,73810,문학동네,루리 지음,"11,500","10,350","1,150",10%,570점,20210203,222242
54,국내도서,그리스 로마 신화 27 : 트로이아의 목마,8950971623,9.78895E+12,74800,아울북,"박시연 지음, 최우빈 그림, 김헌 감수","14,000","12,600","1,400",10%,700점,20220310,8962
