순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
1,국내도서,달러구트 꿈 백화점 2,K962733015,9.79E+12,3810,팩토리나인,이미예 지음,"13,800","12,420","1,380",10%,690점,20210727,59846
2,국내도서,하이큐!! 파이널 가이드북 배구극!,K812733431,9.79E+12,7830,대원씨아이(만화),후루다테 하루이치 지음,"12,000","10,800","1,200",10%,600점,20210804,10511
3,국내도서,지구 끝의 온실,K082733434,9.79E+12,3810,자이언트북스,김초엽 지음,"15,000","13,500","1,500",10%,750점,20210818,80039
4,국내도서,아직 끝이 아니다,K422734115,9.79E+12,3840,가연,김연경 지음,"14,800","13,320","1,480",10%,740점,20210312,11014
5,국내도서,밝은 밤,K312835925,9.79E+12,3810,문학동네,최은영 지음,"14,500","13,050","1,450",10%,720점,20210727,85647
6,국내도서,달러구트 꿈 백화점 (50만 부 기념 드림 에디션),K432732493,9.79E+12,,팩토리나인,이미예 지음,"13,800","12,420","1,380",10%,690점,20200708,131623
7,국내도서,햇빛은 찬란하고 인생은 귀하니까요,8934985054,9.79E+12,3810,김영사,장명숙 지음,"14,800","13,320","1,480",10%,740점,20210818,28473
8,국내도서,눈 떠보니 선진국,K542733010,9.79E+12,3300,한빛비즈,박태웅 지음,"16,500","14,850","1,650",10%,820점,20210801,9715
9,국내도서,완전한 행복,K432732398,9.79E+12,3810,은행나무,정유정 지음,"15,800","14,220","1,580",10%,790점,20210608,39044
10,국내도서,소크라테스 익스프레스,K822730528,9.79E+12,3100,어크로스,"에릭 와이너 지음, 김하현 옮김","18,000","16,200","1,800",10%,900점,20210428,68043
11,국내도서,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",K362732558,9.79E+12,3830,모모,"이치조 미사키 지음, 권영주 옮김","14,000","12,600","1,400",10%,700점,20210621,110362
12,국내도서,주술회전 16,K562733545,9.79E+12,,서울미디어코믹스(서울문화사),"아쿠타미 게게 지음, 이정운 옮김","5,000","4,500",500,10%,250점,20210827,10154
13,국내도서,소설 주술회전 2,K582733545,9.79E+12,,서울미디어코믹스(서울문화사),"아쿠타미 게게.기타구니 발라드 지음, 유유리 옮김","7,800","7,020",780,10%,390점,20210827,5638
14,국내도서,백조와 박쥐,K902733648,9.79E+12,3830,현대문학,"히가시노 게이고 지음, 양윤옥 옮김","18,000","16,200","1,800",10%,900점,20210816,10467
15,국내도서,미래의 부,K612733020,9.79E+12,3320,차이정원,이지성 지음,"17,000","15,300","1,700",10%,850점,20210726,10044
16,국내도서,명탐정 코난 : 경찰학교 편 - 상,K142733530,9.79E+12,,서울미디어코믹스(서울문화사),"아라이 타카히로 지음, 아오야마 고쇼 원작","5,500","4,950",550,10%,270점,20210820,15324
17,국내도서,명탐정 코난 : 경찰학교 편 - 하,K222733530,9.79E+12,,서울미디어코믹스(서울문화사),"아라이 타카히로 지음, 아오야마 고쇼 원작","5,500","4,950",550,10%,270점,20210820,15384
18,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 2 Reading (리딩),8917232191,9.79E+12,14740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20191216,63658
19,국내도서,양순이네 떡집,8949162105,9.79E+12,74800,비룡소,"김리리 지음, 김이랑 그림","11,000","9,900","1,100",10%,550점,20210816,25245
20,국내도서,원피스 99,K502734683,9.79E+12,,대원씨아이(만화),오다 에이치로 지음,"5,000","4,500",500,10%,250점,20210826,17245
21,국내도서,이토록 뜻밖의 뇌과학,K922733927,9.79E+12,3400,더퀘스트,"리사 펠드먼 배럿 지음, 변지영 옮김, 정재승 감수","16,000","14,400","1,600",10%,800점,20210805,24127
22,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 2 Listening (리스닝),8917232183,9.79E+12,13740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20191216,57447
23,국내도서,미드나잇 라이브러리,K962730610,9.79E+12,3840,인플루엔셜(주),"매트 헤이그 지음, 노진선 옮김","15,800","14,220","1,580",10%,790점,20210428,49150
24,국내도서,열두 살 장래 희망,893644803X,9.79E+12,73810,창비,"박성우 지음, 홍그림 그림","13,000","11,700","1,300",10%,650점,20210723,12852
25,국내도서,친일파 열전,K702733223,9.79E+12,3910,비아북,"박시백 지음, 민족문제연구소 기획","16,000","14,400","1,600",10%,800점,20210809,6492
26,국내도서,열린책들 창립 35주년 기념 세계문학 중단편 MIDNIGHT 세트 - 전10권,8932921253,9.79E+12,,열린책들,"프란츠 카프카 외 지음, 김예령 외 옮김","35,000","31,500","3,500",10%,"1,750점",20210801,3970
27,국내도서,나는 주식 대신 달러를 산다,8925588633,9.79E+12,3320,알에이치코리아(RHK),박성현 지음,"16,000","14,400","1,600",10%,800점,20210530,15944
28,국내도서,예민한 사람도 마음이 편안해지는 작은 습관,K392733994,9.79E+12,3190,더퀘스트,"니시와키 슌지 지음, 이은혜 옮김","15,500","13,950","1,550",10%,770점,20210623,6030
29,국내도서,해커스 토익 기출 보카 TOEIC VOCA 단어장,8965422787,9.79E+12,13740,해커스어학연구소(Hackers),데이빗 조 (David Cho) 지음,"12,900","11,610","1,290",10%,640점,20190102,235731
30,국내도서,숲속 100층짜리 집,8966351417,9.79E+12,74830,북뱅크,"이와이 도시오 글.그림, 김숙 옮김","13,000","11,700","1,300",10%,650점,20210825,12883
31,국내도서,2021 큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화(1.2.3급),K282733495,9.79E+12,13910,이투스북,최태성 지음,"19,500","17,550","1,950",10%,970점,20210709,5992
32,국내도서,강방천 & 존리와 함께하는 나의 첫 주식 교과서,K122733296,9.79E+12,3320,페이지2(page2),강방천.존 리 지음,"16,500","14,850","1,650",10%,820점,20210721,7621
33,국내도서,열린책들 창립 35주년 기념 세계문학 중단편 NOON 세트 - 전10권,8932921148,9.79E+12,,열린책들,"앙투안 드 생텍쥐페리 외 지음, 황현산 외 옮김","35,000","31,500","3,500",10%,"1,750점",20210801,3968
34,국내도서,흔한남매 8,K752733475,9.79E+12,77810,미래엔아이세움,"흔한남매 원작, 유난희 그림, 백난도 글, 흔한컴퍼니 감수","13,500","12,150","1,350",10%,670점,20210714,22520
35,국내도서,"2021 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상",K192738029,9.79E+12,13910,이투스북,최태성 지음,"15,000","13,500","1,500",10%,750점,20210201,13080
36,국내도서,대불호텔의 유령,8954681573,9.79E+12,3810,문학동네,강화길 지음,"14,000","12,600","1,400",10%,700점,20210813,4038
37,국내도서,"2021 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하",K202738029,9.79E+12,13910,이투스북,최태성 지음,"14,000","12,600","1,400",10%,700점,20210201,11965
38,국내도서,아처,8954681565,9.79E+12,3870,문학동네,"파울로 코엘료 지음, 김동성 그림, 민은영 옮김","14,000","12,600","1,400",10%,700점,20210811,5444
39,국내도서,내세에는 남남이 좋겠어 5,K682733445,9.79E+12,7830,㈜소미미디어,"코니시 아스카 지음, 박소현 옮김","5,000","4,500",500,10%,250점,20210816,5819
40,국내도서,돈의 역사는 되풀이된다,K652732120,9.79E+12,3320,포르체,홍춘욱 지음,"16,000","14,400","1,600",10%,800점,20210616,11413
41,국내도서,진격의 거인 34 한정판 (완결),K172734792,9.79E+12,,학산문화사(만화),이사야마 하지메 지음,"10,000","9,000","1,000",10%,500점,20210830,1413
42,국내도서,투자의 본질,K752733338,9.79E+12,13320,위너스북,박세익 지음,"18,000","16,200","1,800",10%,900점,20210820,5701
43,국내도서,에그박사 4,K052733229,9.79E+12,77490,미래엔아이세움,"에그박사 지음, 홍종현 그림, 박송이 글, CJ ENM 다이아 티비 감수","13,500","12,150","1,350",10%,670점,20210805,11606
44,국내도서,조국의 시간,8935668664,9.79E+12,3340,한길사,조국 지음,"17,000","15,300","1,700",10%,850점,20210531,40290
45,국내도서,슬픈 세상의 기쁜 말,K352733435,9.79E+12,3810,위고,정혜윤 지음,"16,000","14,400","1,600",10%,800점,20210805,5677
46,국내도서,도쿄 리벤저스 11,K762734674,9.79E+12,,학산문화사(만화),와쿠이 켄 지음,"5,000","4,500",500,10%,250점,20210824,10308
47,국내도서,어린이라는 세계,K132633125,9.79E+12,3810,사계절,김소영 지음,"15,000","13,500","1,500",10%,750점,20201116,72930
48,국내도서,악당의 아빠를 꼬셔라 1 (캐릭터 책갈피 2종 + 아크릴 스탠드 + 손거울 + 폴라로이드&스티커 포함 한정판),K692733431,9.79E+12,4810,파인툰,"비아 지음, 달슬 원작","31,000","27,900","3,100",10%,"1,550점",20210927,3323
49,국내도서,대한민국 재건축 재개발 지도,K552734889,9.79E+12,3320,다산북스,정지영 지음,"19,000","17,100","1,900",10%,950점,20210825,12559
50,국내도서,야화첩 1,K322734967,9.79E+12,7810,레진코믹스(레진엔터테인먼트),변덕 지음,"15,000","13,500","1,500",10%,750점,20210825,9812
51,국내도서,불편한 편의점,K582730818,9.79E+12,3810,나무옆의자,김호연 지음,"14,000","12,600","1,400",10%,700점,20210420,75781
52,국내도서,이토록 공부가 재미있어지는 순간 (30만 부 기념 매직 에디션) (양장),K242733471,9.79E+12,13370,다산북스,박성혁 지음,"15,000","13,500","1,500",10%,750점,20200727,20524
53,국내도서,놓지 마 과학! 15,K642733336,9.79E+12,67400,위즈덤하우스,"신태훈.나승훈 글.그림, 류진숙 감수","12,000","10,800","1,200",10%,600점,20210818,6097
54,국내도서,긴긴밤,K612731543,9.79E+12,73810,문학동네,루리 지음,"11,500","10,350","1,150",10%,570점,20210203,219470
55,국내도서,Go Go 카카오프렌즈 21 : 캐나다,895099660X,9.79E+12,74900,아울북,"김미영 지음, 김정한 그림","14,800","13,320","1,480",10%,740점,20210825,6626
56,국내도서,설민석의 한국사 대모험 17,K602733272,9.79E+12,74910,아이휴먼,"설민석.스토리박스 지음, 정현희 그림, 김영미 감수","12,000","10,800","1,200",10%,600점,20210721,13131
57,국내도서,부의 시나리오,K342732290,9.79E+12,3320,페이지2(page2),오건영 지음,"18,000","16,200","1,800",10%,900점,20210607,19256
58,국내도서,던전밥 10,K732733445,9.79E+12,,,,,,,,,,
"07830""",㈜소미미디어,"쿠이 료코 지음, 김민재 옮김","7,000","6,300",700,10%,350점,20210816,5438,,,,,
59,국내도서,아파트 청약 이렇게 쉬웠어?,K302733649,9.79E+12,13320,지혜로,김태훈(베니아) 지음,"18,000","16,200","1,800",10%,900점,20210813,11902
60,국내도서,정재승의 인류 탐험 보고서 1,8950996502,9.79E+12,74400,아울북,"정재승.차유진 지음, 김현민 그림, 백두성 감수","14,000","12,600","1,400",10%,700점,20210728,7756
61,국내도서,메타버스 새로운 기회,K992731548,9.79E+12,3320,베가북스,김상균.신병호 지음,"18,800","16,920","1,880",10%,940점,20210608,8976
62,국내도서,그리스 로마 신화 24 : 헤라클레스의 마지막 원정,8950971593,9.79E+12,74800,아울북,"박시연 지음, 최우빈 그림, 김헌 감수","15,000","13,500","1,500",10%,750점,20210818,3851
63,국내도서,공중그네 (리커버 특별판),K702836723,9.79E+12,,은행나무,"오쿠다 히데오 지음, 이영미 옮김","13,800","12,420","1,380",10%,690점,20050115,51400
64,국내도서,수도자처럼 생각하기,K672733479,9.79E+12,3100,다산초당(다산북스),"제이 셰티 지음, 이지연 옮김","19,000","17,100","1,900",10%,950점,20210630,8036
65,국내도서,약속의 땅,8901251868,9.79E+12,3300,웅진지식하우스,"버락 H. 오바마 지음, 노승영 옮김","33,000","29,700","3,300",10%,"1,650점",20210728,2689
66,국내도서,어떻게 말해줘야 할까,8934986654,9.79E+12,13590,김영사,"오은영 지음, 차상미 그림","17,500","15,750","1,750",10%,870점,20201025,69992
67,국내도서,4~7세보다 중요한 시기는 없습니다,K702733116,9.79E+12,3590,카시오페아,이임숙 지음,"16,000","14,400","1,600",10%,800점,20210802,18988
68,국내도서,인간 실격,893746103X,9.79E+12,4830,민음사,"다자이 오사무 지음, 김춘미 옮김","9,000","8,100",900,10%,450점,20040515,85935
69,국내도서,밤의 여행자들,8937473038,9.79E+12,4810,민음사,윤고은 지음,"13,000","11,700","1,300",10%,650점,20131011,8752
70,국내도서,EBS 왕초보 영어 (2021 하편),8954758673,9.79E+12,13740,한국교육방송공사(기타),"EBS 기획, 마스터유진 지음","11,000","9,900","1,100",10%,110점,20210705,2443
71,국내도서,월급쟁이 부자로 은퇴하라 (스페셜 에디션),K152835384,9.79E+12,3320,알에이치코리아(RHK),너나위 지음,"18,000","16,200","1,800",10%,900점,20210522,42987
72,국내도서,이상한 과자 가게 전천당 11,K822733993,9.79E+12,74830,길벗스쿨,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김","12,000","10,800","1,200",10%,600점,20210713,13574
73,국내도서,EBS 당신의 문해력,K922832621,9.79E+12,3370,EBS BOOKS,"EBS &lt;당신의 문해력&gt; 제작팀 기획, 김윤정 글","17,000","15,300","1,700",10%,850점,20210820,23789
74,국내도서,작별하지 않는다,8954682154,9.79E+12,3810,문학동네,한강 지음,"14,000","12,600","1,400",10%,700점,20210909,16379
75,국내도서,SQL 자격검정 실전문제,8988474848,9.79E+12,13000,한국데이터산업진흥원,한국데이터진흥원 지음,"18,000","18,000",0,0%,0점,20200511,54059
76,국내도서,공간의 미래,8932474427,9.79E+12,3540,을유문화사,유현준 지음,"16,000","14,400","1,600",10%,800점,20210425,24015
77,국내도서,그러라 그래 (양장),893498497X,9.79E+12,3810,김영사,양희은 지음,"14,500","13,050","1,450",10%,720점,20210412,12617
