순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","국내도서","어떻게 말해줘야 할까","8934986654","9788934986652","13590","김영사","오은영 지음, 차상미 그림","17,500","15,750","1,750","10%","870점","20201025","67915"
"2","국내도서","달러구트 꿈 백화점","K392630952","9791165341909","03810","팩토리나인","이미예 지음","13,800","12,420","1,380","10%","690점","20200708","118628"
"3","국내도서","일인칭 단수","8954675980","9788954675987","03830","문학동네","무라카미 하루키 지음, 홍은주 옮김","14,500","13,050","1,450","10%","720점","20201126","17044"
"4","국내도서","공정하다는 착각","K092633826","9791164136452","03300","와이즈베리","마이클 샌델 지음, 함규진 옮김","18,000","16,200","1,800","10%","900점","20201201","71608"
"5","국내도서","트렌드 코리아 2021","8959896837","9788959896837","13320","미래의창","김난도 외 지음","18,000","16,200","1,800","10%","900점","20201012","19081"
"6","국내도서","마음챙김의 시","K842633074","9791190382267","03810","수오서재","류시화 엮음","13,000","11,700","1,300","10%","650점","20200917","45518"
"7","국내도서","2021 현직교사들이 들려주는 면접레시피","K642633119","9791155028315","","미래가치","류은진 외 지음","35,000","31,500","3,500","10%","1,750점","20201027","4124"
"8","국내도서","나의 하루는 4시 30분에 시작된다","K922633306","9791158511906","03190","토네이도","김유진 지음","15,000","13,500","1,500","10%","750점","20201020","15050"
"9","국내도서","읽기만 하면 내 것이 되는 1페이지 미술 365","K632633700","9791190931106","04900","비에이블","김영숙 지음","18,500","16,650","1,850","10%","920점","20200925","6508"
"10","국내도서","방구석 미술관 2 : 한국","K132732197","9788968332845","03600","블랙피쉬","조원재 지음","18,500","16,650","1,850","10%","920점","20201118","24472"
"11","국내도서","설민석의 한국사 대모험 15","K052633102","9791165382704","74910","아이휴먼","설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수","12,000","10,800","1,200","10%","600점","20201026","11866"
"12","국내도서","보건교사 안은영 (특별판)","8937479958","9788937479953","03810","민음사","정세랑 지음","14,000","12,600","1,400","10%","700점","20200911","22430"
"13","국내도서","추리소설가의 살인사건","K702633114","9791166111983","03830","㈜소미미디어","히가시노 게이고 지음, 민경욱 옮김","15,800","14,220","1,580","10%","790점","20201028","4501"
"14","국내도서","고양이 해결사 깜냥 2","8936447866","9788936447861","74810","창비","홍민정 지음, 김재희 그림","11,000","9,900","1,100","10%","550점","20201030","32928"
"15","국내도서","존리의 금융문맹 탈출","K542633100","9791190242516","03320","베가북스","존 리 지음","16,000","14,400","1,600","10%","800점","20201012","13095"
"16","국내도서","돈의 속성 (150쇄 기념 에디션)","K312633112","9791188331796","03320","스노우폭스북스","김승호 지음","16,800","15,120","1,680","10%","840점","20200615","35242"
"17","국내도서","이토록 공부가 재미있어지는 순간 (10만 부 기념 스페셜 에디션)","K302631614","9791130604626","13370","다산북스","박성혁 지음","15,000","13,500","1,500","10%","750점","20200727","16882"
"18","국내도서","습관의 디테일","8965964040","9788965964049","03190","흐름출판","BJ 포그 지음, 김미정 옮김","19,000","17,100","1,900","10%","950점","20201021","6394"
"19","국내도서","흔한남매 6","K062633309","9791164136261","77810","미래엔아이세움","흔한남매 원작, 유난희 그림, 백난도 글, 흔한컴퍼니 감수","12,000","10,800","1,200","10%","600점","20201015","18826"
"20","국내도서","어린이라는 세계","K132633125","9791160946918","03810","사계절","김소영 지음","15,000","13,500","1,500","10%","750점","20201116","71013"
"21","국내도서","세계미래보고서 2021 (포스트 코로나 특별판)","K732633601","9791162541722","03320","비즈니스북스","박영숙.제롬 글렌 지음","17,800","16,020","1,780","10%","890점","20201022","5886"
"22","국내도서","매우 예민한 사람들을 위한 책","K402730224","9788967358020","03180","글항아리","전홍진 지음","18,000","16,200","1,800","10%","170점","20200723","17889"
"23","국내도서","방구석 미술관","K042732197","9788968331862","03600","블랙피쉬","조원재 지음","16,800","15,120","1,680","10%","840점","20180803","53796"
"24","국내도서","아이를 위한 돈의 감각","K272633014","9791130631998","13590","다산에듀","베스 코블리너 지음, 이주만 옮김","16,000","14,400","1,600","10%","800점","20201020","2485"
"25","국내도서","부지런한 사랑","K842733993","9788954675352","03810","문학동네","이슬아 지음","16,000","14,400","1,600","10%","800점","20201021","5202"
"26","국내도서","하이큐!! 44","K962633229","9791136252982","","대원씨아이(만화)","후루다테 하루이치 지음","5,000","4,500","500","10%","250점","20201125","7084"
"27","국내도서","인생은 소설이다","8984374164","9788984374164","03860","밝은세상","기욤 뮈소 지음, 양영란 옮김","15,000","13,500","1,500","10%","750점","20201124","5807"
"28","국내도서","다산의 마지막 습관","8935213349","9788935213344","03100","청림출판","조윤제 지음","16,000","14,400","1,600","10%","800점","20201116","11522"
"29","국내도서","명랑한 은둔자","K332632851","9791189932671","03840","바다출판사","캐럴라인 냅 지음, 김명남 옮김","16,000","14,400","1,600","10%","800점","20200904","24145"
"30","국내도서","100층짜리 집","8989863783","9788989863786","73830","북뱅크","이와이 도시오 지음, 김숙 옮김","9,500","8,550","950","10%","470점","20090625","35485"
"31","국내도서","초3보다 중요한 학년은 없습니다","896049867X","9788960498679","13370","사람in","해피이선생 지음","15,000","13,500","1,500","10%","750점","20201028","7035"
"32","국내도서","쉬운 천국","K512735580","9791189385163","03810","어떤책","유지혜 지음","16,000","14,400","1,600","10%","800점","20201120","6206"
"33","국내도서","블랙 쇼맨과 이름 없는 마을의 살인","8925591715","9788925591711","03830","알에이치코리아(RHK)","히가시노 게이고 지음, 최고은 옮김","19,800","17,820","1,980","10%","990점","20201130","11276"
"34","국내도서","그럼에도 불구하고","K212633712","9791191119305","03810","위즈덤하우스","공지영 지음","15,000","13,500","1,500","10%","750점","20201019","5383"
"35","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol. 2 Reading (리딩)","8917232191","9788917232196","14740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20191216","61720"
"36","국내도서","걸어 다니는 어원 사전","K292632855","9791155813102","03740","윌북","마크 포사이스 지음, 홍한결 옮김","16,800","15,120","1,680","10%","840점","20200907","11147"
"37","국내도서","시선으로부터,","K852734218","9788954672214","03810","문학동네","정세랑 지음","14,000","12,600","1,400","10%","700점","20200605","44066"
"38","국내도서","주린이도 술술 읽는 친절한 주식책","K912632497","9791160022988","03320","메이트북스","최정희.이슬기 지음","15,000","13,500","1,500","10%","750점","20200901","17358"
"39","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol. 2 Listening (리스닝)","8917232183","9788917232189","13740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20191216","56130"
"40","국내도서","별뜨기에 관하여","K332633722","9791158887254","03810","황금가지","이영도 지음","13,800","12,420","1,380","10%","690점","20201015","4090"
"41","국내도서","부의 골든타임","K702633017","9791191056174","03320","인플루엔셜(주)","박종훈 지음","17,000","15,300","1,700","10%","850점","20201026","3128"
"42","국내도서","해커스 토익 기출 보카 TOEIC VOCA 단어장","8965422787","9788965422785","13740","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","12,900","11,610","1,290","10%","640점","20190102","234600"
"43","국내도서","자유론","K612532131","9791159312236","04160","책세상","존 스튜어트 밀 지음, 서병훈 옮김","9,900","8,910","990","10%","490점","20180330","17159"
"44","국내도서","2021 수제비 빅데이터분석기사 필기 (1권+2권 합본세트)","K042633408","9791157675265","13000","건기원","NCS 정보처리기술사 연구회 지음","32,000","28,800","3,200","10%","1,600점","20201012","1471"
"45","국내도서","아무것도 안 하는 녀석들","8932037825","9788932037820","73810","문학과지성사","김려령 지음, 최민호 그림","12,000","10,800","1,200","10%","600점","20201030","3442"
