순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
1,국내도서,헤어질 결심 각본,8932474753,9.78893E+12,3680,을유문화사,박찬욱.정서경 지음,"15,000","13,500","1,500",10%,750점,20220805,121092
2,국내도서,파친코 1,K202838509,9.79117E+12,4840,인플루엔셜(주),"이민진 지음, 신승미 옮김","15,800","14,220","1,580",10%,790점,20220727,99592
3,국내도서,역행자,8901260719,9.7889E+12,3320,웅진지식하우스,자청 지음,"17,500","15,750","1,750",10%,870점,20220603,174269
4,국내도서,유럽 도시 기행 2,8965137705,9.78897E+12,3900,생각의길,유시민 지음,"17,500","15,750","1,750",10%,870점,20220709,36874
5,국내도서,계속 가보겠습니다,K282838912,9.79116E+12,3330,메디치미디어,임은정 지음,"18,000","16,200","1,800",10%,900점,20220722,49937
6,국내도서,우리 아기 오감발달 시끌벅적 정글 사운드북,K812530039,8.80926E+12,1,어스본코리아,"샘 태플린 지음, 페데리카 아이오사 그림","19,000","17,100","1,900",10%,950점,20170308,53777
7,국내도서,이상한 과자 가게 전천당 15,K662838597,9.79116E+12,74830,길벗스쿨,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김","13,000","11,700","1,300",10%,650점,20220711,24671
8,국내도서,방과 후 소년 하나코 군,K262838692,9.79114E+12,,서울미디어코믹스(서울문화사),"Aidairo 지음, 장혜영 옮김","6,000","5,400",600,10%,300점,20220728,15634
9,국내도서,불편한 편의점 (벚꽃 에디션),K192836746,9.79116E+12,3810,나무옆의자,김호연 지음,"14,000","12,600","1,400",10%,700점,20210420,547682
10,국내도서,키득키득 사운드북 : 동물 오케스트라,K582637313,8.80926E+12,1,어스본코리아,"샘 태플린 지음, 가레스 루카스 그림, 앤서니 마크스 음악","13,800","11,040","2,760",20%,410점,20200225,61477
11,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Reading (리딩),8917238548,9.78892E+12,13740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20211213,195047
12,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Listening (리스닝),891723853X,9.78892E+12,13740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20211213,180570
13,국내도서,해커스 토익 기출 보카 TOEIC VOCA 단어장,8965422787,9.78897E+12,13740,해커스어학연구소(Hackers),데이빗 조 (David Cho) 지음,"12,900","11,610","1,290",10%,640점,20190102,235607
14,국내도서,작별인사,K122837904,9.79119E+12,3810,복복서가,김영하 지음,"14,000","12,600","1,400",10%,700점,20220502,111065
15,국내도서,마법천자문 53,895090313X,9.78895E+12,77720,아울북,"유대영 지음, 홍거북 그림, 김창환 감수","14,000","12,600","1,400",10%,700점,20220712,19084
16,국내도서,물고기는 존재하지 않는다,K092835920,9.79119E+12,3400,곰출판,"룰루 밀러 지음, 정지인 옮김","17,000","15,300","1,700",10%,850점,20211217,256226
17,국내도서,클래식 뮤지컬 차이콥스키의 발레곡 호두까기 인형 사운드북,K322633121,8.80926E+12,1,어스본코리아,"피오나 와트 지음, 올가 데미도바 그림","19,000","15,200","3,800",20%,570점,20201105,59385
18,국내도서,세상의 마지막 기차역,K762837520,9.79119E+12,3830,모모,"무라세 다케시 지음, 김지연 옮김","14,000","12,600","1,400",10%,700점,20220511,56826
19,국내도서,키득키득 사운드북 : 내 방귀는 안 그래!,K272635138,8.80926E+12,1,어스본코리아,"샘 태플린 지음, 마크 챔버스 그림","13,800","11,040","2,760",20%,410점,20190709,23238
20,국내도서,우리 아기 오감발달 동물농장 사운드북,K162532536,8.80926E+12,1,어스본코리아,"샘 태플린 지음, 페데리카 아이오사 그림","19,000","15,200","3,800",20%,570점,20180411,73548
21,국내도서,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상",K682835821,9.79114E+12,13910,이투스북,최태성 지음,"15,000","13,500","1,500",10%,750점,20211209,77538
22,국내도서,흔한남매 11,K652838723,9.79117E+12,77810,미래엔아이세움,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수","14,500","13,050","1,450",10%,720점,20220728,39363
23,국내도서,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하",K762835821,9.79114E+12,13910,이투스북,최태성 지음,"14,500","13,050","1,450",10%,720점,20211209,70781
24,국내도서,야쿠자의 덕질 1,K352838627,9.79114E+12,7830,㈜소미미디어,"야츠다 테키 지음, 박연지 옮김","6,000","5,400",600,10%,300점,20220812,29423
25,국내도서,믿음에 대하여,8954699804,9.78895E+12,3810,문학동네,박상영 지음,"14,500","13,050","1,450",10%,720점,20220720,14596
26,국내도서,최재천의 공부,8934943459,9.78893E+12,3100,김영사,최재천.안희경 지음,"16,500","14,850","1,650",10%,820점,20220518,47708
27,국내도서,친밀한 이방인,8954648525,9.78895E+12,3810,문학동네,정한아 지음,"13,000","11,700","1,300",10%,650점,20171013,14614
28,국내도서,입지 센스,K372838304,9.79113E+12,3320,다산북스,박성혜(훨훨) 지음,"20,000","18,000","2,000",10%,"1,000점",20220711,14135
29,국내도서,원펀맨 One Punch Man 25,K322838317,9.79117E+12,,대원씨아이(만화),"ONE 지음, 무라타 유스케 그림","5,500","4,950",550,10%,270점,20220720,15185
30,국내도서,기분을 관리하면 인생이 관리된다,K922837381,9.7912E+12,13810,클라우디아,김다슬 지음,"17,600","15,840","1,760",10%,880점,20220412,46866
31,국내도서,눈물 한 방울,8934961570,9.78893E+12,3800,김영사,이어령 지음,"15,800","14,220","1,580",10%,790점,20220630,21244
32,국내도서,감정 어휘,K872837046,9.79119E+12,3180,앤의서재,유선경 지음,"16,000","14,400","1,600",10%,800점,20220610,32532
