순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
1,국내도서,2022 제13회 젊은작가상 수상작품집,8954685889,9.78895E+12,3810,문학동네,임솔아 외 지음,"14,000","12,600","1,400",10%,700점,20220408,52114
2,국내도서,가라오케 가자!,8954685692,9.78895E+12,7830,문학동네,"와야마 야마 지음, 현승희 옮김","8,500","7,650",850,10%,420점,20220414,48276
3,국내도서,시맨틱 에러 대본집,K452837507,9.79119E+12,3810,blackD(블랙디),제이선 지음,"22,000","19,800","2,200",10%,"1,100점",20220517,26776
4,국내도서,불편한 편의점 (벚꽃 에디션),K192836746,9.79116E+12,3810,나무옆의자,김호연 지음,"14,000","12,600","1,400",10%,700점,20210420,547682
5,국내도서,작별인사,K122837904,9.79119E+12,3810,복복서가,김영하 지음,"14,000","12,600","1,400",10%,700점,20220502,111065
6,국내도서,여학교의 별 2,895468582X,9.78895E+12,7830,문학동네,"와야마 야마 지음, 현승희 옮김","8,500","7,650",850,10%,420점,20220505,47912
7,국내도서,물고기는 존재하지 않는다,K092835920,9.79119E+12,3400,곰출판,"룰루 밀러 지음, 정지인 옮김","17,000","15,300","1,700",10%,850점,20211217,256226
8,국내도서,가불 선진국,K912837067,9.79116E+12,3330,메디치미디어,조국 지음,"16,000","14,400","1,600",10%,800점,20220325,50907
9,국내도서,저주토끼 (리커버),K122836656,9.79117E+12,3810,아작,정보라 지음,"14,800","13,320","1,480",10%,740점,20220401,35714
10,국내도서,지박소년 하나코 군 17 (특장판),K832837500,,,서울미디어코믹스(서울문화사),"아이다이로 지음, 장혜영 옮김","6,000","5,400",600,10%,300점,20220531,13865
11,국내도서,이상한 과자 가게 전천당 14,K482837904,9.79116E+12,74830,길벗스쿨,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김","12,000","10,800","1,200",10%,600점,20220425,26707
12,국내도서,흔한남매 10,K082837005,9.79117E+12,77810,미래엔아이세움,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수","13,500","12,150","1,350",10%,670점,20220428,39531
13,국내도서,꽃샘바람에 흔들린다면 너는 꽃,K712837984,9.79119E+12,3810,수오서재,류시화 지음,"13,500","12,150","1,350",10%,670점,20220411,27425
14,국내도서,도쿄 에일리언즈 2 (초판 한정 양면 캐릭터 일러스트 카드 + 선착순 한정 아크릴 일러스트 카드 포함 특장판),K332837281,,,서울미디어코믹스(서울문화사),"NAOE 지음, 박소현 옮김","5,000","4,500",500,10%,250점,20220429,12965
15,국내도서,이어령의 마지막 수업,K762835176,9.79117E+12,3100,열림원,"김지수 지음, 이어령","16,500","14,850","1,650",10%,820점,20211027,99467
16,국내도서,운명을 바꾸는 부동산 투자 수업 : 기초편,8901259303,9.7889E+12,4320,리더스북,부동산읽어주는남자(정태익) 지음,"16,800","15,120","1,680",10%,840점,20220331,28115
17,국내도서,아무도 흔들 수 없는 나라,8934961538,9.78893E+12,3340,김영사,"문재인 지음, 대통령 비서실 엮음","20,000","18,000","2,000",10%,"1,000점",20220328,18905
18,국내도서,웰씽킹 WEALTHINKING (10만 부 기념 한정판 골드 에디션),K982836731,9.79113E+12,3190,다산북스,켈리 최 지음,"16,000","14,400","1,600",10%,800점,20211110,133622
19,국내도서,도쿄 리벤저스 24,K772837509,9.79117E+12,,학산문화사(만화),와쿠이 켄 지음,"6,000","5,400",600,10%,300점,20220422,16166
20,국내도서,143층 나무 집,K762837268,9.79117E+12,74840,시공주니어,"앤디 그리피스 지음, 테리 덴톤 그림","14,000","12,600","1,400",10%,700점,20220330,26655
21,국내도서,지리의 힘 2,8993178984,9.78899E+12,3300,사이,"팀 마샬 지음, 김미선 옮김","23,000","20,700","2,300",10%,"1,150점",20220410,30215
22,국내도서,얼굴만으론 좋아할 수 없어요 3,K232837899,9.79114E+12,47830,서울미디어코믹스(서울문화사),"안자이 카린 지음, 이소연 옮김","5,500","4,950",550,10%,270점,20220429,13195
23,국내도서,거의 모든 행동 표현의 영어,8960499374,9.78896E+12,14740,사람in,서영조 지음,"16,000","14,400","1,600",10%,800점,20220310,54448
24,국내도서,여름이 온다,8949114119,9.78895E+12,74800,비룡소,이수지 지음,"27,000","24,300","2,700",10%,"1,350점",20210727,33676
25,국내도서,괴수 8호 6 (일러스트 카드 2종 + 캐릭터 일러스트 카드 포함 특장판),K802837705,,,서울미디어코믹스(서울문화사),"마츠모토 나오야 지음, 유유리 옮김","5,500","4,950",550,10%,270점,20220429,6865
26,국내도서,10배의 법칙,8960519146,9.78896E+12,3190,부키,"그랜트 카돈 지음, 최은아 옮김","16,800","15,120","1,680",10%,840점,20220330,53692
27,국내도서,마음의 법칙,K022836695,9.79119E+12,3320,포레스트북스,"폴커 키츠.마누엘 투쉬 지음, 김희상 옮김","16,000","14,400","1,600",10%,800점,20220210,33227
28,국내도서,운명을 바꾸는 부동산 투자 수업 : 실전편,8901259311,9.7889E+12,4320,리더스북,부동산읽어주는남자(정태익) 지음,"16,800","15,120","1,680",10%,840점,20220331,21082
29,국내도서,여학교의 별 1,8954684319,9.78895E+12,7830,문학동네,"와야마 야마 지음, 현승희 옮김","8,500","7,650",850,10%,420점,20220131,48030
30,국내도서,그림들,K052837263,9.79119E+12,3810,나무의마음,SUN 도슨트 지음,"19,800","17,820","1,980",10%,990점,20220325,11110
31,국내도서,"어서 오세요, 휴남동 서점입니다",K362836265,9.7912E+12,3810,클레이하우스,황보름 지음,"15,000","13,500","1,500",10%,750점,20220117,66324
32,국내도서,위대한 국민의 나라,K782837999,9.79116E+12,3340,한즈미디어(한스미디어),문재인 대통령 비서실 지음,"20,000","18,000","2,000",10%,"1,000점",20220413,7432
33,국내도서,원피스 101,K532837172,9.79117E+12,,대원씨아이(만화),오다 에이치로 지음,"5,500","4,950",550,10%,270점,20220325,29797
34,국내도서,김학렬의 부동산 투자 절대 원칙,K142837679,9.79119E+12,3320,에프엔미디어,김학렬(빠숑) 지음,"25,000","22,500","2,500",10%,"1,250점",20220412,12445
35,국내도서,둥실이네 떡집,8949162180,9.78895E+12,74800,비룡소,"김리리 지음, 김이랑 그림","11,000","9,900","1,100",10%,550점,20220422,31775
36,국내도서,3월의 라이온 16,K752837898,9.79113E+12,,시리얼(학산문화사),"우미노 치카 지음, 서현아 옮김","8,000","7,200",800,10%,400점,20220407,10054
37,국내도서,오리 부리 이야기,8949162385,9.78895E+12,74800,비룡소,"황선애 지음, 간장 그림","12,000","10,800","1,200",10%,600점,20220325,16024
38,국내도서,오은영의 화해 (리커버),8997396870,9.789E+12,3810,코리아닷컴(Korea.com),오은영 지음,"16,000","14,400","1,600",10%,800점,20190110,81748
39,국내도서,이상한 과자 가게 전천당 공식 가이드북,K432837904,9.79116E+12,74830,길벗스쿨,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김","14,000","12,600","1,400",10%,700점,20220425,14571
40,국내도서,나의 투자는 새벽 4시에 시작된다,8901259702,9.7889E+12,3320,리더스북,유목민 지음,"19,800","17,820","1,980",10%,990점,20220415,21797
41,국내도서,긴긴밤,K612731543,9.78895E+12,73810,문학동네,루리 지음,"11,500","10,350","1,150",10%,570점,20210203,222242
42,국내도서,보도 섀퍼의 이기는 습관,K402836832,9.79116E+12,3190,토네이도,"보도 섀퍼 지음, 박성원 옮김","17,000","15,300","1,700",10%,850점,20220318,42885
43,국내도서,시맨틱 에러 1~2 세트 (시즌 1) - 전2권,K762837903,9.79119E+12,4810,blackD(블랙디),"엔지 지음, 저수리 원작","54,000","48,600","5,400",10%,"2,700점",20220516,7255
44,국내도서,놓아주는 엄마 주도하는 아이,K092836604,9.79117E+12,13590,쌤앤파커스,"윌리엄 스틱스러드.네드 존슨 지음, 이영래 옮김","17,500","15,750","1,750",10%,870점,20220302,13183
45,국내도서,다산의 마지막 질문,893521373X,9.78894E+12,3100,청림출판,조윤제 지음,"17,000","15,300","1,700",10%,850점,20220325,13518
46,국내도서,나의 아저씨 1~2 세트 - 전2권,8933871756,9.78893E+12,4810,세계사,박해영 지음,"49,600","44,640","4,960",10%,"2,480점",20220315,36715
47,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Reading (리딩),8917238548,9.78892E+12,13740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20211213,195047
48,국내도서,해커스 토익 기출 보카 TOEIC VOCA 단어장,8965422787,9.78897E+12,13740,해커스어학연구소(Hackers),데이빗 조 (David Cho) 지음,"12,900","11,610","1,290",10%,640점,20190102,235607
49,국내도서,"빠졌어, 너에게",8954678068,9.78895E+12,7830,문학동네,"와야마 야마 지음, 김진희 옮김","8,500","7,650",850,10%,420점,20210407,45322
50,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Listening (리스닝),891723853X,9.78892E+12,13740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20211213,180570
51,국내도서,이웃집 백만장자 변하지 않는 부의 법칙,K802636212,9.79116E+12,3320,비즈니스북스,"토머스 J. 스탠리.세라 스탠리 팰로 지음, 김미정 옮김","16,800","15,120","1,680",10%,840점,20191218,16154
52,국내도서,나는 3학년 2반 7번 애벌레,8936414089,9.78894E+12,73810,창비,"김원아 지음, 이주희 그림","9,000","8,100",900,10%,450점,20160325,65077
53,국내도서,"아무튼, 노래",K972837390,9.79119E+12,2810,위고,이슬아 지음,"12,000","10,800","1,200",10%,600점,20220426,7250
54,국내도서,돈의 심리학 (10만 부 기념 골드 에디션),K692836983,9.79119E+12,3320,인플루엔셜(주),"모건 하우절 지음, 이지연 옮김","19,800","17,820","1,980",10%,990점,20210113,38054
55,국내도서,시맨틱 에러 포토에세이,K702836737,9.79119E+12,3810,blackD(블랙디),왓챠.래몽래인 지음,"22,000","19,800","2,200",10%,"1,100점",20220320,46200
56,국내도서,최애의 아이 6,K332837804,9.79117E+12,,대원씨아이(만화),"아카사카 아카 지음, 요코야리 멘고 그림","6,000","5,400",600,10%,300점,20220429,36113
57,국내도서,오래되고 멋진 클래식 레코드,8954685676,9.78895E+12,3830,문학동네,"무라카미 하루키 지음, 홍은주 옮김","25,000","22,500","2,500",10%,"1,250점",20220325,17136
58,국내도서,백광,K652836302,9.79119E+12,3830,모모,"렌조 미키히코 지음, 양윤옥 옮김","14,500","13,050","1,450",10%,720점,20220214,24657
59,국내도서,지구 끝의 온실,K082733434,9.79119E+12,3810,자이언트북스,김초엽 지음,"15,000","13,500","1,500",10%,750점,20210818,79026
60,국내도서,내가 같이 뛰어내려 줄게,K132837979,9.79113E+12,3810,다산북스,씨씨코 지음,"16,000","14,400","1,600",10%,800점,20220331,13361
61,국내도서,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상",K682835821,9.79114E+12,13910,이투스북,최태성 지음,"15,000","13,500","1,500",10%,750점,20211209,77538
62,국내도서,도원암귀 4,K052837577,9.79114E+12,7830,㈜소미미디어,"우루시바라 유라 지음, 천선필 옮김","5,500","4,950",550,10%,270점,20220406,5258
63,국내도서,내가 모르는 사이에,8901251485,9.7889E+12,74800,웅진주니어,"김화요 지음, 오윤화 그림","10,000","9,000","1,000",10%,500점,20210618,18858
64,국내도서,스파이 패밀리 2,K022637910,9.79113E+12,,학산문화사(만화),엔도 타츠야 지음,"6,000","5,400",600,10%,300점,20200218,24816
65,국내도서,예의 없는 친구들을 대하는 슬기로운 말하기 사전,K682835052,9.79116E+12,73180,사계절,"김원아 지음, 김소희 그림","13,000","11,700","1,300",10%,650점,20220113,41540
66,국내도서,스파이 패밀리 1,K632636298,9.79113E+12,,학산문화사(만화),엔도 타츠야 지음,"6,000","5,400",600,10%,300점,20191128,26858
67,국내도서,그 해 우리는 포토 에세이,8934961880,9.78893E+12,3810,김영사,스튜디오S 지음,"33,000","29,700","3,300",10%,"1,650점",20220510,6244
68,국내도서,도파민네이션,8965965047,9.78897E+12,3180,흐름출판,"애나 렘키 지음, 김두완 옮김","18,000","16,200","1,800",10%,900점,20220321,58740
69,국내도서,부자 아빠 가난한 아빠 1 (20주년 특별 기념판),K162532501,9.79116E+12,3320,민음인,"로버트 기요사키 지음, 안진환 옮김","17,000","15,300","1,700",10%,850점,20180222,128572
70,국내도서,위기주도학습법,K762837981,9.79119E+12,3370,스튜디오오드리,임현서 지음,"14,000","12,600","1,400",10%,700점,20220331,5285
71,국내도서,흔한남매 불꽃 튀는 우리말 5,K962837473,9.79113E+12,77700,다산어린이,"한은호 지음, 유희석 그림, 흔한컴퍼니 감수, 흔한남매 원작","13,000","11,700","1,300",10%,650점,20220329,10247
72,국내도서,전생했더니 슬라임이었던 건에 대하여 19,K012837488,9.79114E+12,4830,㈜소미미디어,"후세 지음, 밋츠바 그림, 도영명 옮김","11,000","9,900","1,100",10%,550점,20220414,8055
73,국내도서,2022 민준호 독학 행정법 필기노트,K142837998,9.79119E+12,13360,호인북스,민준호 지음,"22,000","19,800","2,200",10%,220점,20220420,4650
74,국내도서,스파이 패밀리 3,K522639749,9.79113E+12,,학산문화사(만화),엔도 타츠야 지음,"6,000","5,400",600,10%,300점,20200527,23534
75,국내도서,롤랑의 노래,K262837373,9.79116E+12,3860,휴머니스트,김준한 옮김,"22,000","19,800","2,200",10%,"1,100점",20220411,11678
76,국내도서,어떻게 살아야 하는가,K542836553,9.79113E+12,3320,다산북스,"이나모리 가즈오 지음, 김윤경 옮김","17,000","15,300","1,700",10%,850점,20220318,11596
77,국내도서,진짜 쓰는 실무 엑셀,K152836497,9.79119E+12,13000,제이펍,오빠두(전진권) 지음,"21,000","18,900","2,100",10%,"1,050점",20220215,79434
78,국내도서,도쿄 에일리언즈 2,K492837281,9.79114E+12,,서울미디어코믹스(서울문화사),"NAOE 지음, 박소현 옮김","5,000","4,500",500,10%,250점,20220429,12426
79,국내도서,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하",K762835821,9.79114E+12,13910,이투스북,최태성 지음,"14,500","13,050","1,450",10%,720점,20211209,70781
80,국내도서,지리의 힘,8993178690,9.78899E+12,3300,사이,"팀 마샬 지음, 김미선 옮김","20,000","18,000","2,000",10%,"1,000점",20160810,50950
81,국내도서,SQL 자격검정 실전문제,8988474848,9.78899E+12,13000,한국데이터산업진흥원,한국데이터진흥원 지음,"18,000","18,000",0,0%,0점,20200511,54752
82,국내도서,낯선 사람에게 말 걸기,8932922047,9.78893E+12,3840,열린책들,"폴 오스터 지음, 김석희 외 옮김","17,800","16,020","1,780",10%,890점,20220410,6002
83,국내도서,"아무튼, 피아노",K732837272,9.79119E+12,2810,제철소,김겨울 지음,"12,000","10,800","1,200",10%,600점,20220331,11059
84,국내도서,룩 백,K932837765,9.79117E+12,,학산문화사(만화),후지모토 타츠키 지음,"6,000","5,400",600,10%,300점,20220322,25957
85,국내도서,청춘 블라썸 시즌1 : 1~3 한정판 박스 세트 - 전3권 (굿즈 8종 + 전용수납케이스 포함),K992837088,9.79113E+12,,재담,"홍덕 지음, NEMONE 그림","75,000","67,500","7,500",10%,"3,750점",20220420,5079
86,국내도서,나츠메 우인장 27,K342837393,9.79117E+12,,학산문화사(만화),"미도리카와 유키 지음, 서현아 옮김","6,000","5,400",600,10%,300점,20220413,8806
87,국내도서,달러구트 꿈 백화점,K392630952,9.79117E+12,3810,팩토리나인,이미예 지음,"13,800","12,420","1,380",10%,690점,20200708,121331
88,국내도서,데일 카네기 자기관리론,K432737052,9.79119E+12,3320,현대지성,"데일 카네기 지음, 임상훈 옮김","11,500","10,350","1,150",10%,570점,20210113,81671
89,국내도서,열혈강호 85,K592837470,9.79117E+12,,대원씨아이(만화),"전극진 지음, 양재현 그림","5,500","4,950",550,10%,270점,20220329,11910
90,국내도서,스파이 패밀리 8,K822835925,9.79113E+12,,학산문화사(만화),엔도 타츠야 지음,"6,000","5,400",600,10%,300점,20211213,24580
91,국내도서,"돈, 뜨겁게 사랑하고 차갑게 다루어라",8959893544,9.78896E+12,4320,미래의창,"앙드레 코스톨라니 지음, 한윤진 옮김","12,000","10,800","1,200",10%,600점,20150930,80309
92,국내도서,스파이 패밀리 4,K932632497,9.79113E+12,,학산문화사(만화),엔도 타츠야 지음,"6,000","5,400",600,10%,300점,20200820,23168
93,국내도서,두근두근 편의점,K462837397,9.79116E+12,77810,책읽는곰,김영진 지음,"14,000","12,600","1,400",10%,700점,20220408,15290
94,국내도서,2022 써니 행정법총론 실전동형 모의고사 - 전2권,K332836837,9.79116E+12,13360,지금(도서출판),박준철 지음,"10,000","9,000","1,000",10%,500점,20220318,13543
95,국내도서,내 아이를 위한 30일 인문학 글쓰기의 기적,K022837196,9.79119E+12,3370,상상아카데미,김종원 지음,"16,000","14,400","1,600",10%,800점,20220415,7067
96,국내도서,2022 신용한 행정학 실전과 가장 유사한 지방직 9급 대비 모의고사,K172837084,9.79117E+12,13350,메가스터디교육(공무원),신용한.SK100수험연구소 지음,"12,000","10,800","1,200",10%,600점,20220404,6344
97,국내도서,극장판 주술회전 0 노벨라이즈,K262837364,9.79114E+12,47830,서울미디어코믹스(서울문화사),"아쿠타미 게게 지음, 세코 히로시 각본, 유유리 옮김","9,500","8,550",950,10%,470점,20220321,22662
98,국내도서,채사장의 지대넓얕 3 : 폭력의 시대,K692837906,9.7912E+12,,돌핀북,"채사장.마케마케 지음, 정용환 그림","15,000","13,500","1,500",10%,750점,20220430,21636
99,국내도서,소설 보다 : 봄 2022,8932039852,9.78893E+12,3810,문학과지성사,김병운.위수정.이주혜 지음,"3,500","3,150",350,10%,170점,20220329,6582
100,국내도서,스파이 패밀리 7,K792734674,9.79113E+12,,학산문화사(만화),엔도 타츠야 지음,"6,000","5,400",600,10%,300점,20210824,22882
101,국내도서,2022 심우철 실전동형 모의고사 Season 3,K902837579,9.79116E+12,13740,심슨북스,심우철 지음,"16,000","14,400","1,600",10%,800점,20220404,6613
102,국내도서,나는 대출 없이 0원으로 소형 아파트를 산다,K042837907,9.79113E+12,3320,다산북스,잭파시(최경천) 지음,"20,000","18,000","2,000",10%,"1,000점",20220419,20996
103,국내도서,"칵테일, 러브, 좀비",K692639764,9.79119E+12,3810,안전가옥,조예은 지음,"10,000","9,000","1,000",10%,500점,20200413,17136
104,국내도서,숲속의 담 3,K532837000,9.79116E+12,,에이템포미디어,다홍 지음,"15,000","13,500","1,500",10%,750점,20220420,6412
105,국내도서,김경일의 지혜로운 인간생활,K592837462,9.79119E+12,3180,저녁달,김경일 지음,"17,500","15,750","1,750",10%,870점,20220415,26891
106,국내도서,밝은 밤,K312835925,9.78895E+12,3810,문학동네,최은영 지음,"14,500","13,050","1,450",10%,720점,20210727,84964
107,국내도서,2022 주택과 세금,K912837170,9.79116E+12,13320,DTW(더존테크윌),국세청 부동산납세과 지음,"7,000","7,000",0,0%,0점,20220328,10447
108,국내도서,H마트에서 울다,8954683371,9.78895E+12,3840,문학동네,"미셸 자우너 지음, 정혜윤 옮김","16,000","14,400","1,600",10%,800점,20220228,39868
109,국내도서,달러구트 꿈 백화점 2,K962733015,9.79117E+12,3810,팩토리나인,이미예 지음,"13,800","12,420","1,380",10%,690점,20210727,58658
110,국내도서,2022 이동기 영어 실전동형 모의고사 Vol.2 - 전2권,K992837178,9.79117E+12,13740,에스티유니타스,이동기 지음,"17,000","15,300","1,700",10%,170점,20220405,4948
111,국내도서,테라피스트,K512835515,9.79119E+12,3840,모모,"B. A. 패리스 지음, 박설영 옮김","16,000","14,400","1,600",10%,800점,20211206,15323
112,국내도서,푸른 사자 와니니,8936442805,9.78894E+12,73810,창비,"이현 지음, 오윤화 그림","10,800","9,720","1,080",10%,540점,20150625,75341
113,국내도서,루호,8936443232,9.78894E+12,73810,창비,"채은하 지음, 오승민 그림","10,800","9,720","1,080",10%,540점,20220325,7646
114,국내도서,2022 써니 행정법총론 단원별 모의고사 - 전2권,K632836503,9.79117E+12,,에스티유니타스,박준철 지음,"21,000","18,900","2,100",10%,210점,20220223,11854
115,국내도서,2022 해커스 GSAT 삼성직무적성검사 실전모의고사 7회분 (수리논리/추리),8969652655,9.78897E+12,13320,챔프스터디,해커스 취업교육연구소 지음,"17,900","16,110","1,790",10%,890점,20220127,4670
116,국내도서,사피엔스 (무선본),K462832219,9.78893E+12,3900,김영사,"유발 하라리 지음, 조현욱 옮김, 이태수 감수","22,000","19,800","2,200",10%,"1,100점",20151123,112202
117,국내도서,설민석의 한국사 대모험 20,K692836418,9.79117E+12,74910,아이휴먼,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수","12,000","10,800","1,200",10%,600점,20220228,24255
118,국내도서,고양이 해결사 깜냥 4,8936448137,9.78894E+12,74810,창비,"홍민정 지음, 김재희 그림","11,000","9,900","1,100",10%,550점,20220121,46901
119,국내도서,농부 달력,K812832646,9.7889E+12,74800,웅진주니어,김선진 지음,"14,000","12,600","1,400",10%,700점,20220322,11916
120,국내도서,스파이 패밀리 6,K722730412,9.79113E+12,,학산문화사(만화),엔도 타츠야 지음,"6,000","5,400",600,10%,300점,20210419,22149
