순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
27,국내도서,2021 수제비 정보처리기사 실기 (1권+2권 합본세트) 2020년 기출 문제 수록,K482738447,9.79116E+12,13000,건기원,NCS 정보처리기술사 연구회 지음,"33,000","29,700","3,300",10%,"1,650점",20210310,3193
28,국내도서,평범한 결혼생활,K182738738,9.7912E+12,3810,토스트,임경선 지음,"15,000","13,500","1,500",10%,750점,20210311,4326
29,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 2 Listening (리스닝),8917232183,9.78892E+12,13740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20191216,57447
30,국내도서,휴먼카인드,K892738525,9.79119E+12,3900,인플루엔셜(주),"뤼트허르 브레흐만 지음, 조현욱 옮김","22,000","19,800","2,200",10%,"1,100점",20210302,12062
31,국내도서,2021 선재국어 나침판 실전 모의고사 Vol.1,K592738529,9.79117E+12,13710,에스티유니타스,이선재 지음,"21,000","18,900","2,100",10%,"1,050점",20210225,2749
32,국내도서,강방천의 관점,8947546984,9.78895E+12,3320,한국경제신문,강방천 지음,"25,000","22,500","2,500",10%,"1,250점",20210303,6205
33,국내도서,"빌 게이츠, 기후재앙을 피하는 법",8934991364,9.78893E+12,3300,김영사,"빌 게이츠 지음, 김민주.이엽 옮김","17,800","16,020","1,780",10%,890점,20210216,8956
34,국내도서,파친코 1,8970129812,9.78897E+12,4840,문학사상,"이민진 지음, 이미정 옮김","14,500","13,050","1,450",10%,720점,20180323,64776
35,국내도서,파친코 2,8970129820,9.78897E+12,4840,문학사상,"이민진 지음, 이미정 옮김","14,500","13,050","1,450",10%,720점,20180323,62764
36,국내도서,수학 잘하는 아이는 이렇게 공부합니다,K912738686,9.7912E+12,3370,블루무스,류승재 지음,"16,800","15,120","1,680",10%,840점,20210312,14342
37,국내도서,나의 첫 투자 수업 1 : 마인드편,K562738128,9.79119E+12,3320,트러스트북스,김정환.김이안 지음,"17,000","15,300","1,700",10%,850점,20210209,5219
38,국내도서,흔한남매 불꽃 튀는 우리말 1,K312738420,9.79113E+12,77700,다산어린이,"한은호 지음, 유희석 그림, 흔한컴퍼니 감수, 흔한남매 원작","14,000","12,600","1,400",10%,700점,20210304,12175
39,국내도서,푸른 사자 와니니,8936442805,9.78894E+12,73810,창비,"이현 지음, 오윤화 그림","10,800","9,720","1,080",10%,540점,20150625,72411
40,국내도서,아몬드 (양장),8936434268,9.78894E+12,3810,창비,손원평 지음,"14,000","12,600","1,400",10%,700점,20170331,47522
41,국내도서,나의 첫 투자 수업 2 : 투자편,K852738128,9.79119E+12,3320,트러스트북스,김정환.김이안 지음,"17,000","15,300","1,700",10%,850점,20210224,5413
42,국내도서,맨큐의 경제학,8962185024,9.78896E+12,93320,Cengage Learning,"그레고리 맨큐 지음, 김경환 & 김종석 옮김","45,000","43,650","1,350",3%,0점,20210226,19908
43,국내도서,2021 이동기 영어 실전동형 모의고사 Vol.1 - 전3권,K152738839,9.79117E+12,13740,에스티유니타스,이동기 지음,"16,000","14,400","1,600",10%,800점,20210302,1962
44,국내도서,어쩌면 스무 번,8954677606,9.78895E+12,3810,문학동네,편혜영 지음,"13,500","12,150","1,350",10%,670점,20210317,2849
45,국내도서,깊은 밤 필통 안에서,8949162075,9.78895E+12,74800,비룡소,"길상효 지음, 심보영 그림","11,000","9,900","1,100",10%,550점,20210301,12693
46,국내도서,아버지에게 갔었어,8936434462,9.78894E+12,3810,창비,신경숙 지음,"14,000","12,600","1,400",10%,700점,20210305,4676
47,국내도서,진격의 거인 33,K712730188,9.79113E+12,,학산문화사(만화),이사야마 하지메 지음,"5,000","4,500",500,10%,250점,20210318,3718
48,국내도서,귀멸의 칼날 22,K722738483,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20210128,12298
49,국내도서,긴긴밤,K612731543,9.78895E+12,73810,문학동네,루리 지음,"11,500","10,350","1,150",10%,570점,20210203,219470
50,국내도서,부자 아빠 가난한 아빠 1 (20주년 특별 기념판),K162532501,9.79116E+12,3320,민음인,"로버트 기요사키 지음, 안진환 옮김","17,000","15,300","1,700",10%,850점,20180222,128181
51,국내도서,아르센 벵거 자서전 My Life in Red and White,K192739031,9.79116E+12,3690,한즈미디어(한스미디어),"아르센 벵거 지음, 이성모 옮김","22,000","19,800","2,200",10%,"1,100점",20210310,3079
52,국내도서,절대 배신하지 않는 공부의 기술,8901248751,9.7889E+12,3190,웅진지식하우스,이상욱 지음,"15,500","13,950","1,550",10%,770점,20210223,6194
53,국내도서,귀멸의 칼날 8,K312636376,9.79113E+12,7650,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20190418,11336
54,국내도서,전국축제자랑,893741371X,9.78894E+12,3810,민음사,김혼비.박태하 지음,"15,000","13,500","1,500",10%,750점,20210226,7763
55,국내도서,돈의 심리학,K412737326,9.79119E+12,3320,인플루엔셜(주),"모건 하우절 지음, 이지연 옮김","19,800","17,820","1,980",10%,990점,20210113,17437
56,국내도서,귀멸의 칼날 10,K412636660,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20190917,11085
57,국내도서,"알폰스 무하, 새로운 스타일의 탄생",8925589109,9.78893E+12,3600,알에이치코리아(RHK),장우진 지음,"16,800","15,120","1,680",10%,840점,20210215,3605
58,국내도서,Go Go 카카오프렌즈 19 : 한국 2,8950994593,9.78895E+12,74900,아울북,"김미영 지음, 김정한 그림","14,800","13,320","1,480",10%,740점,20210324,6203
59,국내도서,귀멸의 칼날 20,K672633807,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20200924,10994
60,국내도서,귀멸의 칼날 9,K332636376,9.79113E+12,7650,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20190418,10586
61,국내도서,그녀는 다 계획이 있다,K182738525,9.79114E+12,3830,하빌리스,"히가시노 게이고 지음, 양윤옥 옮김","15,800","14,220","1,580",10%,790점,20210226,2979
62,국내도서,2021 이동기 영어 기적의 특강,K912738683,9.79117E+12,13740,에스티유니타스,이동기 지음,"14,000","12,600","1,400",10%,700점,20210208,3286
63,국내도서,환한 숨,8932038236,9.78893E+12,3810,문학과지성사,조해진 지음,"14,000","12,600","1,400",10%,700점,20210309,3500
64,국내도서,신비 1,8925588943,9.78893E+12,7810,알에이치코리아(RHK),반지 지음,"15,000","13,500","1,500",10%,750점,20210308,3066
65,국내도서,귀멸의 칼날 19,K762631685,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20200716,11989
66,국내도서,미분적분학,K832738321,9.79116E+12,93410,경문사(경문북스),"James Stewart 외 지음, 수학교재편찬위원회 옮김","49,000","49,000",0,0%,0점,20210302,6029
67,국내도서,귀멸의 칼날 21,K672735141,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20201126,11134
68,국내도서,귀멸의 칼날 11,K442636189,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20191017,11138
69,국내도서,만복이네 떡집,8949161346,9.78895E+12,74800,비룡소,"김리리 지음, 이승현 그림","11,000","9,900","1,100",10%,550점,20100528,74675
70,국내도서,끝내주는 맞춤법,K582738938,9.79119E+12,3700,유유,김정선 지음,"16,000","14,400","1,600",10%,800점,20210304,9198
71,국내도서,귀멸의 칼날 13,K742636028,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20191224,11075
72,국내도서,기록하기로 했습니다.,K532738184,9.79116E+12,3810,휴머니스트,김신지 지음,"14,000","12,600","1,400",10%,700점,20210209,10269
73,국내도서,체인소 맨 5,K222730888,9.79113E+12,,학산문화사(만화),후지모토 타츠키 지음,"5,000","4,500",500,10%,250점,20210312,7394
74,국내도서,2021 선재국어 실전 봉투 모의고사 1,K632739233,9.79117E+12,13710,커넥츠,이선재 지음,"12,000","10,800","1,200",10%,120점,20210311,1550
75,국내도서,귀멸의 칼날 18,K552639539,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20200522,11765
76,국내도서,Kreyszig 공업수학 (상),8993543879,9.78899E+12,94410,텍스트북스(TextBook),"Erwin Kreyszig 지음, 서진헌 외 옮김","29,000","28,130",870,3%,0점,20200115,3018
77,국내도서,귀멸의 칼날 16,K012638403,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20200306,11528
78,국내도서,귀멸의 칼날 12,K352636208,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20191125,11669
79,국내도서,아몬드 (반양장),8936456784,9.78894E+12,43810,창비,손원평 지음,"13,000","11,700","1,300",10%,650점,20170331,67517
80,국내도서,쉽게 풀어쓴 C언어 Express,8970509577,9.78897E+12,93000,생능,천인국 지음,"30,000","30,000",0,0%,0점,20180820,7496
81,국내도서,글쓰기에 대하여,K402738423,9.79119E+12,3800,프시케의숲,"마거릿 애트우드 지음, 박설영 옮김","16,000","14,400","1,600",10%,800점,20210301,3212
82,국내도서,귀멸의 칼날 7,K392636376,9.79113E+12,7650,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20190221,10109
83,국내도서,귀멸의 칼날 17,K442639083,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20200420,11739
84,국내도서,귀멸의 칼날 14,K372636235,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20200115,11772
85,국내도서,귀멸의 칼날 15,K912637109,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20200207,11591
86,국내도서,우리가 빛의 속도로 갈 수 없다면,K462635914,9.79119E+12,3810,허블,김초엽 지음,"14,000","12,600","1,400",10%,700점,20190624,69189
87,국내도서,해커스 토익 RC 리딩 READING,8965423341,9.78897E+12,13740,해커스어학연구소(Hackers),데이빗 조 (David Cho) 지음,"18,800","16,920","1,880",10%,940점,20200102,43410
88,국내도서,귀멸의 칼날 1,K792636075,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20170920,10249
89,국내도서,2021 써니 행정법총론 실전동형 모의고사,K782739232,9.79116E+12,13360,지금(도서출판),박준철 지음,"10,000","9,000","1,000",10%,500점,20210319,2512
90,국내도서,애린 왕자,K062737858,9.7912E+12,,이팝,"앙투안 드 생텍쥐페리 저자, 최현애 역자","11,000","9,900","1,100",10%,550점,20210105,18477
91,국내도서,전설로 떠나는 월가의 영웅,8957821171,9.78896E+12,13320,국일증권경제연구소,"피터 린치.존 로스차일드 지음, 이건 옮김","23,000","20,700","2,300",10%,"1,150점",20170417,14141
92,국내도서,케이팝 시대를 항해하는 콘서트 연출기,K992730381,9.79116E+12,3810,달,"김상욱 지음, 김윤주 그림","14,800","13,320","1,480",10%,740점,20210322,1790
93,국내도서,귀멸의 칼날 3,K392636879,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20171229,10037
94,국내도서,귀멸의 칼날 2,K912636771,9.79113E+12,7650,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20170512,9885
95,국내도서,"시선으로부터,",K852734218,9.78895E+12,3810,문학동네,정세랑 지음,"14,000","12,600","1,400",10%,700점,20200605,44273
96,국내도서,돈의 속성 (150쇄 기념 에디션),K312633112,9.79119E+12,3320,스노우폭스북스,김승호 지음,"16,800","15,120","1,680",10%,840점,20200615,36102
97,국내도서,좀비고등학교 코믹스 23,K622730674,9.79119E+12,,겜툰,"유대영 지음, 라임스튜디오 그림","9,800","8,820",980,10%,490점,20210317,2872
98,국내도서,메트로폴리스,K322738124,9.79116E+12,3900,매일경제신문사,"벤 윌슨 지음, 박수철 옮김, 박진빈 감수","27,000","24,300","2,700",10%,"1,350점",20210308,5203
99,국내도서,"1일 1페이지, 세상에서 가장 짧은 심리 수업 365",K112738822,9.79119E+12,4030,위즈덤하우스,정여울 지음,"16,000","14,400","1,600",10%,800점,20210205,4260
100,국내도서,귀멸의 칼날 5,K332636879,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20180726,9176
101,국내도서,귀멸의 칼날 4,K642636979,9.79113E+12,,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20180413,9555
102,국내도서,주식 공부 5일 완성,K612737052,9.79116E+12,3320,비즈니스북스,박민수(샌드 타이거 샤크) 지음,"18,000","16,200","1,800",10%,900점,20210118,9224
103,국내도서,마음챙김의 시,K842633074,9.79119E+12,3810,수오서재,류시화 엮음,"13,000","11,700","1,300",10%,650점,20200917,44731
104,국내도서,체리새우 : 비밀글입니다,8954654754,9.78895E+12,3810,문학동네,황영미 지음,"11,500","10,350","1,150",10%,570점,20190128,70630
105,국내도서,해커스 토익 스타트 리딩 RC,8965423376,9.78897E+12,13740,해커스어학연구소(Hackers),데이빗 조 (David Cho) 지음,"14,900","13,410","1,490",10%,740점,20200102,54475
106,국내도서,귀멸의 칼날 6,K072636275,9.79113E+12,7650,학산문화사(만화),고토게 코요하루 지음,"5,000","4,500",500,10%,250점,20181016,9302
107,국내도서,행동경제학,8901248689,9.7889E+12,3320,웅진지식하우스,"리처드 H. 탈러 지음, 박세연 옮김","28,000","25,200","2,800",10%,"1,400점",20210311,6719
108,국내도서,메타버스,K432736724,9.79119E+12,3320,플랜비디자인,김상균 지음,"17,000","15,300","1,700",10%,850점,20201218,15135
109,국내도서,이토록 공부가 재미있어지는 순간 (10만 부 기념 스페셜 에디션),K302631614,9.79113E+12,13370,다산북스,박성혁 지음,"15,000","13,500","1,500",10%,750점,20200727,16882
110,국내도서,New Everyday English Book 1,8976681878,9.78898E+12,3740,신구문화사,English Textbook Committee 지음,"15,000","15,000",0,0%,0점,20120310,2181
111,국내도서,정의란 무엇인가,K312832657,9.78894E+12,3300,와이즈베리,"마이클 샌델 지음, 김명철 옮김, 김선욱 감수","15,000","13,500","1,500",10%,750점,20141120,60421
112,국내도서,코스모스,8983711892,9.78898E+12,3400,사이언스북스,"칼 세이건 지음, 홍승수 옮김","19,900","17,910","1,990",10%,990점,20061220,134289
113,국내도서,미라클 모닝,K902434025,9.79116E+12,13320,한빛비즈,"할 엘로드 지음, 김현수 옮김","14,800","13,320","1,480",10%,740점,20160222,27479
114,국내도서,2021 에듀윌 한국수자원공사 NCS + 전공 봉투모의고사 4+1회,K472738734,9.79114E+12,13320,에듀윌,에듀윌 취업연구소 지음,"14,000","12,600","1,400",10%,700점,20210303,682
115,국내도서,페인트 (반양장),893645689X,9.78894E+12,43810,창비,이희영 지음,"13,000","11,700","1,300",10%,650점,20190419,41445
116,국내도서,나는 강물처럼 말해요,K402737059,9.79116E+12,77840,책읽는곰,"조던 스콧 지음, 시드니 스미스 그림, 김지은 옮김","13,000","11,700","1,300",10%,650점,20210115,21680
117,국내도서,2021 해커스공기업 단기 합격 NCS 통합 기본서 직업기초능력평가 + 직무수행능력평가,8969652051,9.78897E+12,13320,해커스공기업,김소원 외 지음,"21,900","19,710","2,190",10%,"1,090점",20210104,2737
118,국내도서,문장교실 : 글쓰기는 귀찮지만 잘 쓰고 싶어,K062738222,9.79116E+12,43800,윌북,"하야미네 가오루 지음, 김윤경 옮김","15,800","14,220","1,580",10%,790점,20210215,2097
119,국내도서,푸른 사자 와니니 2,8936443054,9.78894E+12,73810,창비,"이현 지음, 오윤화 그림","10,800","9,720","1,080",10%,540점,20190823,32260
120,국내도서,이기적 유전자,8932473900,9.78893E+12,3470,을유문화사,"리처드 도킨스 지음, 홍영남.이상임 옮김","20,000","18,000","2,000",10%,"1,000점",20181020,91870
121,국내도서,나의 히어로 아카데미아 29,K622739235,9.79114E+12,,서울미디어코믹스(서울문화사),호리코시 코헤이 지음,"5,000","4,500",500,10%,250점,20210319,6302
122,국내도서,사피엔스 (무선본),K462832219,9.78893E+12,3900,김영사,"유발 하라리 지음, 조현욱 옮김, 이태수 감수","22,000","19,800","2,200",10%,"1,100점",20151123,112675
123,국내도서,미네르바 인문 읽기와 쓰기,K062530539,9.79116E+12,13710,한국외국어대학교출판부 지식출판원(HUINE),미네르바 교양대학 교재편찬위원회 지음,"18,000","18,000",0,0%,540점,20170227,3200
124,국내도서,우리는 안녕,K032739331,9.79119E+12,77810,난다,"박준 지음, 김한나 그림","16,500","14,850","1,650",10%,820점,20210320,3683
125,국내도서,요리 마법사 아하부장의 매직 레시피,K692739917,9.79119E+12,13590,프롬비,아하부장 지음,"17,500","15,750","1,750",10%,870점,20210314,3001
126,국내도서,나는 내가 싫고 좋고 이상하고,8954677231,9.78895E+12,3810,문학동네,백은선 지음,"13,500","12,150","1,350",10%,670점,20210305,2358
127,국내도서,조금 알고 적당히 모르는 오십이 되었다,8935213403,9.78894E+12,3320,청림출판,이주희 지음,"14,500","13,050","1,450",10%,720점,20210217,3332
128,국내도서,고래별 3,8925589095,9.78893E+12,7810,알에이치코리아(RHK),나윤희 지음,"15,000","13,500","1,500",10%,750점,20210228,4704
129,국내도서,새벽의 연화 33,K852730188,9.79113E+12,,학산문화사(만화),"쿠사나기 미즈호 지음, 이상은 옮김","5,000","4,500",500,10%,250점,20210318,1973
130,국내도서,2021 시나공 정보처리기사 실기,K012738731,9.79117E+12,13000,길벗,길벗 R&D 외 지음,"33,000","29,700","3,300",10%,"1,650점",20210302,2048
131,국내도서,EEA : English for Everyday Activities 일상표현 낭독편,K932738921,9.79116E+12,14740,Compass Publishing,Lawrence J. Zwier 지음,"14,000","12,600","1,400",10%,700점,20201216,18486
132,국내도서,줌달의 일반화학 (Zumdahl),8962184354,9.78896E+12,93430,Cengage Learning Korea,"Steven S. Zumdahl 지음, 화학교재연구회 옮김","56,000","56,000",0,0%,560점,20190218,10506
133,국내도서,공학수학 1,8993543690,9.78899E+12,94410,텍스트북스(TextBook),"Dennis G. Zill & Warren S. Wright 지음, 고형종 외 옮김","32,000","31,040",960,3%,0점,20180227,1789
134,국내도서,두 번째 엔딩 (양장),8936434454,9.78894E+12,3810,창비,김려령 외 지음,"13,000","11,700","1,300",10%,650점,20210219,2246
135,국내도서,내가 되는 꿈,K892738836,9.79119E+12,4810,현대문학,최진영 지음,"14,000","12,600","1,400",10%,700점,20210225,8012
136,국내도서,나는 3학년 2반 7번 애벌레,8936414089,9.78894E+12,73810,창비,"김원아 지음, 이주희 그림","9,000","8,100",900,10%,450점,20160325,64375
137,국내도서,주식투자 무작정 따라하기,K982636921,9.79117E+12,13320,길벗,윤재수 지음,"18,000","16,200","1,800",10%,900점,20191220,27825
138,국내도서,서점 일기,K502737352,9.79116E+12,3840,여름언덕,"숀 비텔 지음, 김마림 옮김","18,000","16,200","1,800",10%,900점,20210120,3786
139,국내도서,2021 에듀윌 코레일 한국철도공사 NCS+전공 봉투모의고사 5+2회,K042737223,9.79114E+12,,에듀윌,에듀윌 취업연구소 지음,"14,000","12,600","1,400",10%,700점,20210107,882
140,국내도서,"오늘이 무대, 지금의 노래",8950994615,9.78895E+12,3810,arte(아르테),티키틱 지음,"18,000","16,200","1,800",10%,900점,20210331,2219
141,국내도서,해커스 토익 LC 리스닝 LISTENING,896542335X,9.78897E+12,,해커스어학연구소(Hackers),데이빗 조 (David Cho) 지음,"18,800","16,920","1,880",10%,940점,20200102,33108
142,국내도서,인간 실격,893746103X,9.78894E+12,4830,민음사,"다자이 오사무 지음, 김춘미 옮김","9,000","8,100",900,10%,450점,20040515,85935
143,국내도서,2021 고종훈 한국사 동형모의고사 시즌 1,K142738289,9.79116E+12,13910,발해북스,고종훈 지음,"15,000","13,500","1,500",10%,750점,20210125,2418
144,국내도서,C언어로 쉽게 풀어쓴 자료구조,8970509712,9.78897E+12,93560,생능,천인국.공용해.하상호 지음,"29,000","29,000",0,0%,0점,20190222,9752
145,국내도서,방구석 노트북 하나로 월급 독립 프로젝트,8901248778,9.7889E+12,3320,리더스북,노마드 그레이쓰 지음,"16,000","14,400","1,600",10%,800점,20210217,2288
146,국내도서,죽으려고 살기를 그만두었다,K052738039,9.79119E+12,3800,봄알람,허새로미 지음,"13,000","11,700","1,300",10%,650점,20210228,970
147,국내도서,팩트풀니스,8934985062,9.78893E+12,3300,김영사,"한스 로슬링.올라 로슬링.안나 로슬링 뢴룬드 지음, 이창신 옮김","19,800","17,820","1,980",10%,990점,20190308,44650
148,국내도서,대학물리학 세트 - 전2권,K022635170,9.79116E+12,93420,북스힐,"Raymond A. Serway 외 지음, 대학물리학 교재편찬위원회 옮김","48,000","48,000",0,0%,0점,20190305,5388
149,국내도서,대한민국 부동산 미래지도 세트 - 전2권,K202738226,9.79116E+12,14320,한빛비즈,김학렬 지음,"33,500","30,150","3,350",10%,"1,670점",20210304,2497
150,국내도서,일본의 굴레,8967358628,9.78897E+12,3300,글항아리,"R. 태가트 머피 지음, 윤영수 외 옮김","32,000","28,800","3,200",10%,"1,600점",20210215,6629
151,국내도서,요리코를 위해,K612638684,9.7912E+12,3830,모모,"노리즈키 린타로 지음, 이기웅 옮김","15,000","13,500","1,500",10%,750점,20200304,1886
152,국내도서,위대한 시크릿,8925588994,9.78893E+12,3320,알에이치코리아(RHK),"론다 번 지음, 임현경 옮김","16,800","15,120","1,680",10%,840점,20210325,7078
153,국내도서,아이에게 배우는 아빠,8936514717,9.78894E+12,3230,홍성사,이재철 지음,"17,000","15,300","1,700",10%,850점,20210126,4117
154,국내도서,주술회전 12,K262738829,9.79114E+12,,서울미디어코믹스(서울문화사),"아쿠타미 게게 지음, 이정운 옮김","5,000","4,500",500,10%,250점,20210226,12381
155,국내도서,해커스 토익 스타트 리스닝 LC,8965423384,9.78897E+12,13740,해커스어학연구소(Hackers),데이빗 조 (David Cho) 지음,"14,900","13,410","1,490",10%,740점,20200102,42237
156,국내도서,나의 마녀 3,8954677185,9.78895E+12,7810,문학동네,"해윤 지음, MAS 그림","14,000","12,600","1,400",10%,700점,20210226,5346
157,국내도서,우리는 이 별을 떠나기로 했어,K142738031,9.79119E+12,3810,허블,천선란 외 지음,"13,000","11,700","1,300",10%,650점,20210302,2251
158,국내도서,12가지 인생의 법칙 (30만부 기념 리커버 에디션),K472737853,9.7912E+12,,메이븐,"조던 B. 피터슨 지음, 강주헌 옮김","16,800","15,120","1,680",10%,840점,20181030,1150
159,국내도서,나미야 잡화점의 기적 (100쇄 기념 땡큐 에디션),K152731585,9.78897E+12,3830,현대문학,"히가시노 게이고 지음, 양윤옥 옮김","14,800","13,320","1,480",10%,740점,20201219,128545
160,국내도서,IT 좀 아는 사람,K792737250,9.79116E+12,3320,윌북,"닐 메타 외 지음, 김고명 옮김","17,800","16,020","1,780",10%,890점,20210120,3834
161,국내도서,초등 수포자로 빠지지 않는 수학약점 공략법,K142730986,9.79119E+12,3370,글담출판,송재환 지음,"15,000","13,500","1,500",10%,750점,20210323,1830
