순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
1,국내도서,거꾸로 읽는 세계사,K502835770,9.79119E+12,3900,돌베개,유시민 지음,"17,500","15,750","1,750",10%,870점,20211029,78881
2,국내도서,원피스 100,K972835400,9.79114E+12,,대원씨아이(만화),오다 에이치로 지음,"5,500","4,950",550,10%,270점,20211130,40256
3,국내도서,트렌드 코리아 2022,8959897000,9.78896E+12,13320,미래의창,김난도 외 지음,"18,000","16,200","1,800",10%,900점,20211006,58094
4,국내도서,그냥 하지 말라,K912734836,9.79119E+12,3320,북스톤,송길영 지음,"17,000","15,300","1,700",10%,850점,20211005,37706
5,국내도서,이상한 과자 가게 전천당 12,K662835995,9.79116E+12,74830,길벗스쿨,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김","12,000","10,800","1,200",10%,600점,20211115,24475
6,국내도서,주식투자 절대 원칙,K742835365,9.79117E+12,3320,센시오,주식농부 박영옥 지음,"17,000","15,300","1,700",10%,850점,20211101,27196
7,국내도서,방금 떠나온 세계,K032835560,9.79116E+12,3810,한겨레출판,김초엽 지음,"15,000","13,500","1,500",10%,750점,20211020,30647
8,국내도서,달러구트 꿈 백화점 2,K962733015,9.79117E+12,3810,팩토리나인,이미예 지음,"13,800","12,420","1,380",10%,690점,20210727,59846
9,국내도서,장면들,8936478907,9.78894E+12,3300,창비,손석희 지음,"18,500","16,650","1,850",10%,920점,20211112,20799
10,국내도서,365일 명화 일력 (스프링),K232835671,9.79119E+12,600,빅피시,김영숙 지음,"18,800","16,920","1,880",10%,940점,20211103,23929
11,국내도서,NFT 레볼루션,K152734680,9.79117E+12,3320,더퀘스트,성소라.롤프 회퍼.스콧 맥러플린 지음,"18,000","16,200","1,800",10%,900점,20210901,24935
12,국내도서,웰씽킹 WEALTHINKING (양장),K852835990,9.79113E+12,3190,다산북스,켈리 최 지음,"16,000","14,400","1,600",10%,800점,20211110,109621
13,국내도서,오은영의 화해,K472836123,9.789E+12,3180,코리아닷컴(Korea.com),오은영 지음,"16,000","14,400","1,600",10%,800점,20190110,36451
14,국내도서,달러구트 꿈 백화점,K392630952,9.79117E+12,3810,팩토리나인,이미예 지음,"13,800","12,420","1,380",10%,690점,20200708,122416
15,국내도서,불편한 편의점,K582730818,9.79116E+12,3810,나무옆의자,김호연 지음,"14,000","12,600","1,400",10%,700점,20210420,75781
16,국내도서,듄 신장판 1,K262738793,9.79116E+12,4840,황금가지,"프랭크 허버트 지음, 김승욱 옮김","25,000","22,500","2,500",10%,"1,250점",20210122,14371
17,국내도서,행성어 서점,8960907006,9.78896E+12,3810,마음산책,"김초엽 지음, 최인호 그림","14,500","13,050","1,450",10%,720점,20211101,14515
