순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","국내도서","보건교사 안은영 (특별판)","8937479958","9788937479953","03810","민음사","정세랑 지음","14,000","12,600","1,400","10%","700점","20200911","22430"
"2","국내도서","흔한남매 6","K062633309","9791164136261","77810","미래엔아이세움","흔한남매 원작, 유난희 그림, 백난도 글, 흔한컴퍼니 감수","12,000","10,800","1,200","10%","600점","20201015","18826"
"3","국내도서","트렌드 코리아 2021","8959896837","9788959896837","13320","미래의창","김난도 외 지음","18,000","16,200","1,800","10%","900점","20201012","19081"
"4","국내도서","나의 하루는 4시 30분에 시작된다","K922633306","9791158511906","03190","토네이도","김유진 지음","15,000","13,500","1,500","10%","750점","20201020","15050"
"5","국내도서","읽기만 하면 내 것이 되는 1페이지 미술 365","K632633700","9791190931106","04900","비에이블","김영숙 지음","18,500","16,650","1,850","10%","920점","20200925","6508"
"6","국내도서","설민석의 한국사 대모험 15","K052633102","9791165382704","74910","아이휴먼","설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수","12,000","10,800","1,200","10%","600점","20201026","11866"
"7","국내도서","달러구트 꿈 백화점","K392630952","9791165341909","03810","팩토리나인","이미예 지음","13,800","12,420","1,380","10%","690점","20200708","118628"
"8","국내도서","극락왕생 1","8954674917","9788954674911","07810","문학동네","고사리박사 지음","12,000","10,800","1,200","10%","600점","20201014","7214"
"9","국내도서","마음챙김의 시","K842633074","9791190382267","03810","수오서재","류시화 엮음","13,000","11,700","1,300","10%","650점","20200917","45518"
"10","국내도서","어떻게 말해줘야 할까","8934986654","9788934986652","13590","김영사","오은영 지음, 차상미 그림","17,500","15,750","1,750","10%","870점","20201025","67915"
"11","국내도서","부지런한 사랑","K842733993","9788954675352","03810","문학동네","이슬아 지음","16,000","14,400","1,600","10%","800점","20201021","5202"
"12","국내도서","존리의 금융문맹 탈출","K542633100","9791190242516","03320","베가북스","존 리 지음","16,000","14,400","1,600","10%","800점","20201012","13095"
"13","국내도서","좌파 고양이를 부탁해","K582632475","9791189128821","04800","걷는사람","김봄 지음","13,000","11,700","1,300","10%","650점","20200810","3642"
"14","국내도서","킹 세종 더 그레이트","K472633707","9791197163302","03840","핏북","조 메노스키 지음, 정윤희, 정다솜, Stella Cho 외 옮김","14,000","12,600","1,400","10%","700점","20201009","4183"
"15","국내도서","죽은 자의 집 청소","8934992492","9788934992493","03810","김영사","김완 지음","13,800","12,420","1,380","10%","690점","20200530","14555"
"16","국내도서","이토록 공부가 재미있어지는 순간 (10만 부 기념 스페셜 에디션)","K302631614","9791130604626","13370","다산북스","박성혁 지음","15,000","13,500","1,500","10%","750점","20200727","16882"
"17","국내도서","명랑한 은둔자","K332632851","9791189932671","03840","바다출판사","캐럴라인 냅 지음, 김명남 옮김","16,000","14,400","1,600","10%","800점","20200904","24145"
"18","국내도서","노자가 옳았다","8982641475","9788982641473","03150","통나무","김용옥 지음","27,000","24,300","2,700","10%","1,350점","20201009","5987"
