순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","국내도서","오래 준비해온 대답","K672639180","9791197021602","03810","복복서가","김영하 지음","16,500","14,850","1,650","10%","820점","20200429","14887"
"2","국내도서","더 해빙","K022637311","9791190382175","03320","수오서재","이서윤.홍주연 지음","16,000","14,400","1,600","10%","800점","20200301","25126"
"3","국내도서","소년이 온다 (특별한정판, 양장)","8936434411","9788936434410","03810","창비","한강 지음","13,000","11,700","1,300","10%","650점","20200427","89466"
"4","국내도서","2020 제11회 젊은작가상 수상작품집","8954671152","9788954671156","03810","문학동네","강화길 외 지음","5,500","4,950","550","10%","270점","20200408","16479"
"5","국내도서","룬샷","8965963796","9788965963790","03320","흐름출판","사피 바칼 지음, 이지연 옮김","18,000","16,200","1,800","10%","900점","20200427","9936"
"6","국내도서","기억 1 (특별판)","K662630111","9788932920337","04860","열린책들","베르나르 베르베르 지음, 전미연 옮김","14,800","13,320","1,480","10%","740점","20200530","4570"
"7","국내도서","기억 2 (특별판)","K572630111","9788932920344","04860","열린책들","베르나르 베르베르 지음, 전미연 옮김","14,800","13,320","1,480","10%","740점","20200530","4140"
"8","국내도서","언컨택트 Uncontact","K012639065","9791197016806","03320","퍼블리온","김용섭 지음","18,000","16,200","1,800","10%","900점","20200416","6738"
"9","국내도서","장군이네 떡집","8949162040","9788949162041","74800","비룡소","김리리 지음, 이승현 그림","11,000","9,900","1,100","10%","550점","20200429","32488"
"10","국내도서","지리의 힘","8993178690","9788993178692","03300","사이","팀 마샬 지음, 김미선 옮김","20,000","18,000","2,000","10%","1,000점","20160810","50574"
"11","국내도서","어느 날 공주가 되어버렸다 4 (<프린세스 로즈 가든> 컬러링북(128P)+ 투명스티커 5종 + 루카스 스마트톡 + 엽서 + 박스 포함 한정판)","K042639416","9791129352644","04810","캐롯툰","스푼 지음, 플루토스 원작","36,000","32,400","3,600","10%","1,800점","20200626","3005"
"12","국내도서","시절과 기분","8936438123","9788936438128","03810","창비","김봉곤 지음","14,000","12,600","1,400","10%","700점","20200501","2372"
"13","국내도서","지박소년 하나코 군 8","K802639138","9791130799452","","루트미디어","아이다이로 지음","5,500","4,950","550","10%","270점","20200528","3412"
"14","국내도서","지박소년 하나코 군 7","K882639138","9791130799445","","루트미디어","아이다이로 지음","5,500","4,950","550","10%","270점","20200528","3357"
"15","국내도서","어린 왕자 (리커버 특별판)","8932920184","9788932920184","03860","열린책들","앙투안 드 생텍쥐페리 지음, 황현산 옮김","10,800","9,720","1,080","10%","540점","20200324","9772"
"16","국내도서","소원 떡집","8949162059","9788949162058","74800","비룡소","김리리 지음, 이승현 그림","11,000","9,900","1,100","10%","550점","20200429","28253"
"17","국내도서","트라우마 사전","K452639288","9791155812662","03600
","윌북","안젤라 애커만.베카 푸글리시 지음, 임상훈 옮김","22,000","19,800","2,200","10%","1,100점","20200420","18761"
"18","국내도서","마법천자문 48","8950987740","9788950987749","77720","아울북","김현수 지음, 홍거북 그림, 김창환 감수","14,000","12,600","1,400","10%","700점","20200520","5652"
"19","국내도서","애쓰지 않고 편안하게","K772639730","9791130629636","03810","놀(다산북스)","김수현 지음","15,000","13,500","1,500","10%","750점","20200515","10948"
"20","국내도서","이수정 이다혜의 범죄 영화 프로파일","8937491303","9788937491306","03330","민음사","이수정 외 지음","18,000","16,200","1,800","10%","900점","20200331","6370"
"21","국내도서","보통의 언어들","K182639239","9791190786355","03810","위즈덤하우스","김이나 지음","14,500","13,050","1,450","10%","720점","20200527","18996"
"22","국내도서","시선으로부터,","K852734218","9788954672214","03810","문학동네","정세랑 지음","14,000","12,600","1,400","10%","700점","20200605","44066"
"23","국내도서","임계장 이야기","8964373499","9788964373491","04300","후마니타스","조정진 지음","15,000","13,500","1,500","10%","750점","20200330","4193"
"24","국내도서","코로나 투자 전쟁","K782639512","9791196831059","03320","페이지2(page2)","정채진 외 지음","16,800","15,120","1,680","10%","840점","20200525","3383"
"25","국내도서","사랑 밖의 모든 말들","8954671497","9788954671491","03810","문학동네","김금희 지음","13,500","12,150","1,350","10%","670점","20200423","4127"
"26","국내도서","우리가 빛의 속도로 갈 수 없다면","K462635914","9791190090018","03810","허블","김초엽 지음","14,000","12,600","1,400","10%","700점","20190624","67630"
"27","국내도서","식물의 책 (도시 풀꽃 에디션)","898602215X","9788986022155","02480","책읽는수요일","이소영 지음","15,000","13,500","1,500","10%","750점","20200417","12011"
"28","국내도서","뉴턴의 아틀리에","8937491214","9788937491214","03600","민음사","김상욱.유지원 지음","19,000","17,100","1,900","10%","950점","20200420","6356"
"29","국내도서","만복이네 떡집","8949161346","9788949161341","74800","비룡소","김리리 지음, 이승현 그림","11,000","9,900","1,100","10%","550점","20100528","73933"
"30","국내도서","2020 선재국어 국가직.지방직 대비 실전형 봉투 모의고사 2","K962639288","9791165760007","13710","에스티유니타스","이선재.선재국어연구소 지음","11,500","10,350","1,150","10%","110점","20200508","1997"
"31","국내도서","공간이 만든 공간","8932474273","9788932474274","03540","을유문화사","유현준 지음","16,500","14,850","1,650","10%","820점","20200430","16407"
"32","국내도서","2020 선재국어 나침판 실전 모의고사 Vol.2","K002638625","9791163718970","13710","에스티유니타스","이선재 지음","21,000","18,900","2,100","10%","0점","20200405","2975"
"33","국내도서","이상하고 자유로운 할머니가 되고 싶어","K422639110","9791190030472","03810","어크로스","무루(박서영) 지음","14,000","12,600","1,400","10%","700점","20200512","9673"
"34","국내도서","지적 대화를 위한 넓고 얕은 지식 : 제로 편","K622636607","9791190313131","03100","웨일북","채사장 지음","19,800","17,820","1,980","10%","990점","20191224","61240"
"35","국내도서","Go Go 카카오프렌즈 14 : 그리스","8950987759","9788950987756","74900","아울북","김미영 지음, 김정한 그림","14,800","13,320","1,480","10%","740점","20200520","4909"
"36","국내도서","흔한남매 4","K992638123","9791164134847","77810","미래엔아이세움","흔한남매 원작, 백난도 글, 유난희 그림, 샌드박스 네트워크 감수","12,000","10,800","1,200","10%","600점","20200326","19838"
"37","국내도서","페스트","8937462672","9788937462672","04800","민음사","알베르 카뮈 지음, 김화영 옮김","14,000","12,600","1,400","10%","700점","20110325","33799"
"38","국내도서","해커스 토익 기출 보카 TOEIC VOCA 단어장","8965422787","9788965422785","13740","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","12,900","11,610","1,290","10%","640점","20190102","234600"
"39","국내도서","세계사를 한눈에 꿰뚫는 대단한 지리","8949189542","9788949189543","73900","비룡소","팀 마샬 지음, 그레이스 이스턴 외 그림, 서남희 옮김","18,000","16,200","1,800","10%","900점","20200225","10834"
"40","국내도서","이렇게 될 줄 몰랐습니다","K782639583","9791186757581","03810","심플라이프","재수 지음","15,000","13,500","1,500","10%","750점","20200515","2806"
