순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
1,국내도서,완전한 행복,K432732398,9.79117E+12,3810,은행나무,정유정 지음,"15,800","14,220","1,580",10%,790점,20210608,39044
2,국내도서,흔한남매 8,K752733475,9.79116E+12,77810,미래엔아이세움,"흔한남매 원작, 유난희 그림, 백난도 글, 흔한컴퍼니 감수","13,500","12,150","1,350",10%,670점,20210714,22520
3,국내도서,달러구트 꿈 백화점 2,K962733015,9.79117E+12,3810,팩토리나인,이미예 지음,"13,800","12,420","1,380",10%,690점,20210727,59846
4,국내도서,밝은 밤,K312835925,9.78895E+12,3810,문학동네,최은영 지음,"14,500","13,050","1,450",10%,720점,20210727,85647
5,국내도서,소크라테스 익스프레스,K822730528,9.79119E+12,3100,어크로스,"에릭 와이너 지음, 김하현 옮김","18,000","16,200","1,800",10%,900점,20210428,68043
6,국내도서,이상한 과자 가게 전천당 11,K822733993,9.79116E+12,74830,길벗스쿨,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김","12,000","10,800","1,200",10%,600점,20210713,13574
7,국내도서,설민석의 한국사 대모험 17,K602733272,9.79117E+12,74910,아이휴먼,"설민석.스토리박스 지음, 정현희 그림, 김영미 감수","12,000","10,800","1,200",10%,600점,20210721,13131
8,국내도서,부의 시나리오,K342732290,9.79119E+12,3320,페이지2(page2),오건영 지음,"18,000","16,200","1,800",10%,900점,20210607,19256
9,국내도서,마법천자문 51,8950995905,9.78895E+12,77720,아울북,"유대영 지음, 홍거북 그림, 김창환 감수","14,000","12,600","1,400",10%,700점,20210712,9639
10,국내도서,미드나잇 라이브러리,K962730610,9.79119E+12,3840,인플루엔셜(주),"매트 헤이그 지음, 노진선 옮김","15,800","14,220","1,580",10%,790점,20210428,49150
11,국내도서,달러구트 꿈 백화점 (50만 부 기념 드림 에디션),K432732493,9.79117E+12,,팩토리나인,이미예 지음,"13,800","12,420","1,380",10%,690점,20200708,131623
12,국내도서,"2021 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상",K192738029,9.79117E+12,13910,이투스북,최태성 지음,"15,000","13,500","1,500",10%,750점,20210201,13080
13,국내도서,"2021 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하",K202738029,9.79117E+12,13910,이투스북,최태성 지음,"14,000","12,600","1,400",10%,700점,20210201,11965
14,국내도서,해커스 토익 기출 보카 TOEIC VOCA 단어장,8965422787,9.78897E+12,13740,해커스어학연구소(Hackers),데이빗 조 (David Cho) 지음,"12,900","11,610","1,290",10%,640점,20190102,235731
15,국내도서,고래별 5,8925579952,9.78893E+12,7810,알에이치코리아(RHK),나윤희 지음,"15,000","13,500","1,500",10%,750점,20210716,4813
16,국내도서,고래별 4,8925579960,9.78893E+12,,알에이치코리아(RHK),나윤희 지음,"15,000","13,500","1,500",10%,750점,20210716,4856
17,국내도서,어린이라는 세계,K132633125,9.79116E+12,3810,사계절,김소영 지음,"15,000","13,500","1,500",10%,750점,20201116,72930
18,국내도서,친구의 전설,8901251221,9.7889E+12,74800,웅진주니어,이지은 지음,"14,000","12,600","1,400",10%,700점,20210616,32114
19,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 2 Reading (리딩),8917232191,9.78892E+12,14740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20191216,63658
20,국내도서,이토록 공부가 재미있어지는 순간 (30만 부 기념 매직 에디션) (양장),K242733471,9.79113E+12,13370,다산북스,박성혁 지음,"15,000","13,500","1,500",10%,750점,20200727,20524
21,국내도서,조국의 시간,8935668664,9.78894E+12,3340,한길사,조국 지음,"17,000","15,300","1,700",10%,850점,20210531,40290
22,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 2 Listening (리스닝),8917232183,9.78892E+12,13740,(주)YBM(와이비엠),ETS 엮음,"17,800","16,020","1,780",10%,890점,20191216,57447
23,국내도서,돈의 역사는 되풀이된다,K652732120,9.79119E+12,3320,포르체,홍춘욱 지음,"16,000","14,400","1,600",10%,800점,20210616,11413
24,국내도서,그러라 그래 (양장),893498497X,9.78893E+12,3810,김영사,양희은 지음,"14,500","13,050","1,450",10%,720점,20210412,12617
25,국내도서,밤의 여행자들,8937473038,9.78894E+12,4810,민음사,윤고은 지음,"13,000","11,700","1,300",10%,650점,20131011,8752
26,국내도서,지구인만큼 지구를 사랑할 순 없어,K272732228,9.79119E+12,3810,위즈덤하우스,정세랑 지음,"16,800","15,120","1,680",10%,840점,20210610,12782
27,국내도서,우리 사이엔 오해가 있다,8954681026,9.78895E+12,4810,문학동네,이슬아.남궁인 지음,"13,500","12,150","1,350",10%,670점,20210712,4562
28,국내도서,여름은 오래 그곳에 남아,8934972203,9.78893E+12,3830,비채,"마쓰이에 마사시 지음, 김춘미 옮김","16,800","15,120","1,680",10%,840점,20160819,17062
29,국내도서,청사과 낙원 시즌 2 : 1~3 세트 - 전3권,K692733478,9.79119E+12,7650,위즈덤하우스,청낙원 글.그림,"42,000","37,800","4,200",10%,"2,100점",20210714,5900
30,국내도서,체인소 맨 7,K042733508,9.79113E+12,,학산문화사(만화),후지모토 타츠키 지음,"5,000","4,500",500,10%,250점,20210715,7026
31,국내도서,긴긴밤,K612731543,9.78895E+12,73810,문학동네,루리 지음,"11,500","10,350","1,150",10%,570점,20210203,219470
32,국내도서,미래의 부,K612733020,9.79119E+12,3320,차이정원,이지성 지음,"17,000","15,300","1,700",10%,850점,20210726,10044
